School Number,School Name,Telephone,Email^,Principal*,School Website,Street,Suburb,Town / City,Postal Address,Postal Address Suburb,Postal Address City,Postal Code,Urban/Rural,School Type,Definition,Authority,Donations,Gender of Students,KME Peak Body,Takiwā,Territorial Authority,Regional Council,Local Office,Education Region,General Electorate,Māori Electorate,Neighbourhood (SA2 code),Neighbourhood (SA2),Ward,Latitude,Longitude,Enrolment Scheme,Equity Index (EQI),Total School Roll,European / Pākehā,Māori,Pacific,Asian,MELAA,Other,International,Isolation Index,Language of Instruction,Boarding Facilities,Cohort Entry,Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,Ormiston Senior College,09-551 2430,info@ormiston.school.nz,Tim Botting,http://www.ormiston.school.nz/,275 Ormiston Road ,Flat Bush,Auckland,PO Box 217104,Botany Junction,Auckland,2164,Major urban area,Secondary (Year 11-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Howick Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Takanini,Tāmaki Makaurau,158101,Ormiston Central,Howick Ward,-36.967960,174.918244,Yes,443,1539,139,66,239,1249,59,53,0,0.19,All students taught in English/other setting,No,No,Open
565,Stonefields School,09-527 7721 ,admin@stonefields.school.nz,Sarah Martin,http://www.stonefields.school.nz/,81 Tihi Street ,Stonefields,Auckland,81 Tihi Street,Stonefields,Auckland,1072,Major urban area,Full Primary,,State,Donations may be requested,Co-Educational,,,Ōrākei Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Tāmaki,Tāmaki Makaurau,145700,Stonefields East,Ōrākei Ward,-36.888313,174.840539,Yes,361,646,223,43,37,355,55,7,0,0.31,All students taught in English/other setting,No,Yes,Open
566,Maraekakaho School,06-8749700,office@mkk.school.nz,Sandy Crawford,http://www.mkk.school.nz ,68 Kereru Road ,,Maraekakaho,68 Kereru Road RD 1,,Hastings,4171,Rural other,Full Primary,,State,Donations may be requested,Co-Educational,,,Hastings District,Hawke's Bay Region,Napier Office,"Hawke's Bay, Tairāwhiti",Tukituki,Ikaroa-Rāwhiti,208200,Maraekakaho,Kahurānaki General Ward,-39.648542,176.617900,Yes,402,137,133,16,2,3,0,1,0,0.45,All students taught in English/other setting,No,No,Open
567,Te Wharekura o Te Kaokaoroa o Patetere,07-8833780,office@kaokaoroa.school.nz,Keith Silveira,http://www.kaokaoroa.school.nz,117 Buckland Street ,,Putaruru,117 Buckland Street,,Putaruru,3411,Small urban area,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,Ngā Kura ā Iwi o Aotearoa Inc,,South Waikato District,Waikato Region,Hamilton Office,Waikato,Taupō,Te Tai Hauāuru,186000,Putāruru,Putāruru Ward,-38.044284,175.774428,No,523,294,40,283,35,7,1,3,0,0.91,All students taught in te reo Māori,No,No,Open
570,Mission Heights Primary School,09-2777888,admin@mhp.school.nz,Jenny Keber (Acting),http://www.mhp.school.nz,Jeffs Road ,Flat Bush,Auckland,PO Box 64448,Botany,Manukau,2163,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,,Howick Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Takanini,Tāmaki Makaurau,158200,Mission Heights South,Howick Ward,-36.962395,174.931665,Yes,368,679,51,21,75,571,42,2,0,0.24,All students taught in English/other setting,No,No,Open
571,ACG Sunderland,09-8387070,,Nathan Villars,http://www.acgedu.com/nz/sunderland,6 Waipareira Avenue ,Henderson,Waitakere,6 Waipareira Avenue,Henderson,Waitakere,0610,Major urban area,Composite,,Private : Fully Registered,Not applicable,Co-Educational,,,Henderson-Massey Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Te Atatū,Te Tai Tokerau,125100,Henderson Lincoln East,Waitākere Ward,-36.864303,174.633796,No,not applicable,886,141,10,21,738,10,11,110,not applicable,All students taught in English/other setting,No,No,Open
572,Te Matauru Primary,03-9283191,office@tematauru.school.nz,Clive Swale,http://tematauru.school.nz/,53-59 Pentecost Road ,,Rangiora,59 Pentecost Road,,Rangiora,7400,Medium urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Waimakariri District,Canterbury Region,Christchurch Office,"Canterbury, Chatham Islands",Waimakariri,Te Tai Tonga,314501,Rangiora South West,Rangiora-Ashley Ward,-43.314642,172.583507,Yes,445,240,224,23,10,15,2,1,2,0.44,All students taught in English/other setting,No,Yes,Open
577,Te Totara Primary School,07-8530039,receptionist@tetotara.school.nz,James Murray,http://www.tetotara.school.nz,31 Hector Drive ,Rototuna North,Hamilton,PO Box 28134,Rototuna,Hamilton,3256,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,,Hamilton City,Waikato Region,Hamilton Office,Waikato,Waikato,Hauraki-Waikato,175601,Rototuna North,East General Ward,-37.719718,175.266642,Yes,393,716,195,95,42,410,81,4,0,0.29,All students taught in English/other setting,No,No,Open
579,Knights Stream School- Mingimingi Hautoa,03-9281050,office@knightsstream.school.nz,Michael Molloy,http://www.knightsstream.school.nz/,1 Killarney Avenue ,Halswell,Christchurch,1 Killarney Avenue,Halswell,Christchurch,8025,Major urban area,Full Primary,,State,Donations may be requested,Co-Educational,,,Christchurch City,Canterbury Region,Christchurch Office,"Canterbury, Chatham Islands",Wigram,Te Tai Tonga,324501,Halswell West,Halswell Ward,-43.570862,172.537934,Yes,385,647,281,36,24,340,29,16,0,0.29,All students taught in English/other setting,No,Yes,Open
584,West Rolleston Primary School,03-595 0952,office@westrolleston.school.nz,Sylvia Fidow,http://www.westrolleston.school.nz,327 Dunns Crossing Road ,,Rolleston,327 Dunns Crossing Road RD 8,,Christchurch,7678,Rural other,Full Primary,,State,Donations may be requested,Co-Educational,,,Selwyn District,Canterbury Region,Christchurch Office,"Canterbury, Chatham Islands",Selwyn,Te Tai Tonga,335001,Springston,Ellesmere Ward,-43.606888,172.355917,Yes,415,751,541,94,44,163,32,10,0,0.43,All students taught in English/other setting,No,Yes,Open
585,Ararira Springs Primary- Te Puna o Ararira,03-420 0888,office@ararira.school.nz,Claire Howison,http://www.ararira.school.nz/,18 Russ Drive ,,Lincoln,18 Russ Drive,,Lincoln,7672,Small urban area,Full Primary,,State,Donations may be requested,Co-Educational,,,Selwyn District,Canterbury Region,Christchurch Office,"Canterbury, Chatham Islands",Selwyn,Te Tai Tonga,336102,Lincoln East,Springs Ward,-43.648092,172.492975,Yes,397,527,404,65,8,106,27,5,0,0.36,All students taught in English/other setting,No,Yes,Open
586,Shotover Primary School,03-4090005,execofficer@shotover.school.nz,Brendon Martyn (Acting),http://www.shotover.school.nz,57 Stalker Road ,,Queenstown,57 Stalker Road,Lower Shotover,Queenstown,9304,Medium urban area,Full Primary,,State,Donations may be requested,Co-Educational,,,Queenstown-Lakes District,Otago Region,Dunedin Office,"Otago, Southland",Southland,Te Tai Tonga,348700,Shotover Country,Arrowtown-Kawarau Ward,-45.005745,168.776627,Yes,396,564,441,41,13,83,43,3,5,2.78,All students taught in English/other setting,No,Yes,Open
588,Hingaia Peninsula School,09-299 3628,senco@hp.school.nz,Carly Kidd,http://www.hingaiapeninsula.school.nz,3 Papaka Road ,Hingaia,Auckland,3 Papaka Road RD 1,,Auckland,2580,Major urban area,Full Primary,,State,Donations may be requested,Co-Educational,,,Papakura Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Papakura,Hauraki-Waikato,162500,Hingaia,Manurewa-Papakura Ward,-37.077445,174.916184,Yes,380,433,99,40,61,273,28,0,0,0.37,All students taught in English/other setting,No,Yes,Open
589,Te Kura o Nga Ruahine Rangi,06-764 7050,admin@ngaruahine.school.nz,Chester Vella (Acting),,520 Eltham Road ,,Mangatoki,520 Eltham Road RD 21,,Stratford,4391,Rural other,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,Te Rūnanga nui o ngā Kura Kaupapa Māori o Aotearoa,,South Taranaki District,Taranaki Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Whanganui,Te Tai Hauāuru,220800,Kaponga-Mangatoki,Eltham-Kaponga General Ward,-39.423822,174.229208,No,531,64,2,63,1,0,0,1,0,1.34,All students taught in te reo Māori,No,No,Open
593,Te Uho O Te Nikau Primary School,09-557 5503,admin@tenikau.school.nz,Chris Herlihy,http://www.tenikau.school.nz/,221 Flat Bush School Road ,Flat Bush,Auckland,PO Box 217183,Botany Junction,Auckland,2164,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Howick Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Takanini,Tāmaki Makaurau,158601,Ormiston East,Howick Ward,-36.976126,174.926097,Yes,393,617,40,41,115,482,29,3,0,0.22,All students taught in English/other setting,No,Yes,Open
594,Te Kura Rau Iti,09-2430777,,Libby Slaughter,https://tekurarauiti.school.nz/contact/,121 Murphys Road ,Flat Bush,Auckland,121 Murphys Road,,Auckland,,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Howick Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Takanini,Tāmaki Makaurau,158603,Ormiston South East,Howick Ward,-36.984807,174.921071,Yes,448,63,11,10,18,35,3,0,0,0.22, ,No,No,Open
595,Kauri Flats School,09-222 4780,admin@kauriflats.school.nz,Matthew Williams,http://www.kauriflats.school.nz,181 Walters Road ,Takanini,Auckland,181 Walters Road,Takanini,Auckland,2110,Major urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Papakura Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Papakura,Hauraki-Waikato,162601,Takanini South East,Manurewa-Papakura Ward,-37.044200,174.949754,Yes,410,703,52,77,106,538,11,2,0,0.36,All students taught in English/other setting,No,No,Open
600,TKKM o Ngaringaomatariki,09-4259017,admin@ngaringaomatariki.school.nz,Reno Skipper,,34 Oruawharo School Road ,Oruawharo,Wellsford,34 Oruawharo School Road RD 5,,Wellsford,0975,Rural other,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,Te Rūnanga nui o ngā Kura Kaupapa Māori o Aotearoa,,Kaipara District,Northland Region,Whangarei Office,Tai Tokerau,Northland,Te Tai Tokerau,109700,Kaiwaka,Kaiwaka-Mangawhai General Ward,-36.272816,174.409953,No,524,93,13,89,10,0,0,0,0,1.43,All students taught in te reo Māori,No,No,Open
601,Kumeroa School,06-3764542,office@kumeroa.school.nz,Lucy Stone,http://www.kumeroa.school.nz ,58 Township Road ,,Kumeroa,58 Township Road RD 1,,Woodville,4997,Rural other,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Tararua District,Manawatū-Whanganui Region,Lower Hutt Office,Wellington,Wairarapa,Ikaroa-Rāwhiti,233500,Kaitawa,South Tararua General Ward,-40.337633,175.989711,No,461,33,30,5,4,3,2,0,0,0.89,All students taught in English/other setting,No,No,Open
603,KingsGate School,09-2390297,info@kingsgate.school.nz,Jared Stein,http://www.kingsgate.school.nz,58 Blake Road  ,Pukekohe West,Auckland,"58 Blake Road, Pukekohe",,Auckland,2120,Rural other,Composite,,State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,,,Franklin Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Port Waikato,Hauraki-Waikato,165001,Puni,Franklin Ward,-37.220357,174.884558,No,434,286,185,21,32,52,30,4,0,0.18,All students taught in English/other setting,No,Yes,Open
604,Golden Grove School,09-6364461,office@goldengrove.school.nz,Helena Royden,http://www.goldengrove.school.nz,57 Grey Street ,Onehunga,Auckland,57 Grey Street,Onehunga,Auckland,1061,Major urban area,Full Primary,,Private : Fully Registered,Not applicable,Co-Educational,,,Maungakiekie-Tāmaki Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Maungakiekie,Tāmaki Makaurau,145000,Onehunga Central,Maungakiekie-Tāmaki Ward,-36.918942,174.783874,No,not applicable,50,26,5,6,20,3,0,2,not applicable,All students taught in English/other setting,No,No,Open
605,Wentworth Primary,09-4280903,enquiries@wentworth.school.nz,Bruce Tong,http://www.wentworth.school.nz/,95 Gulf Harbour Drive ,Gulf Harbour,Whangaparaoa,PO Box 650,,Whangaparaoa,0943,Large urban area,Full Primary,,Private : Fully Registered,Not applicable,Co-Educational,,,Hibiscus and Bays Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Whangaparāoa,Te Tai Tokerau,115700,Gulf Harbour North,Albany Ward,-36.614512,174.793868,No,not applicable,155,59,1,4,96,2,2,10,not applicable,All students taught in English/other setting,No,No,Open
607,Big Rock Primary School,03-4811781,office@bigrock.school.nz,David Grant,,2 Bath Street ,,Brighton,2 Bath Street,Brighton,Dunedin,9035,Small urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Dunedin City,Otago Region,Dunedin Office,"Otago, Southland",Taieri,Te Tai Tonga,351200,Brighton,Area Outside Ward,-45.949295,170.330230,No,433,100,87,25,8,3,0,0,0,0.43,All students taught in English/other setting,No,No,Open
608,Ashburton Christian School,03-3076340,office@acs.school.nz,Simon Bisseker,http://www.acs.school.nz/,119 Albert Street ,Elgin,Ashburton,PO Box 632,Elgin,Ashburton,7740,Medium urban area,Composite (Year 1-10),,State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,,,Ashburton District,Canterbury Region,Christchurch Office,"Canterbury, Chatham Islands",Rangitata,Te Tai Tonga,338401,Netherby,Eastern Ward,-43.911169,171.772090,Yes,439,261,165,7,34,55,20,1,0,1.16,All students taught in English/other setting,No,No,Open
612,Henderson - Teen Parent Unit - He Wero o nga Wahine,09-8389085,hewero@hhs.school.nz,Philippa Durkin,http://www.hhs.school.nz,Henderson Valley Road ,Henderson,Auckland,PO Box 21141,Waitakere,Auckland,0650,Major urban area,Teen Parent Unit,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Henderson-Massey Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Te Atatū,Te Tai Tokerau,126702,Henderson West,Waitākere Ward,-36.883328,174.628297,No,569,,,,,,,,,0.21, ,No,No,Open
614,Amesbury School,04-4773423,office@amesbury.school.nz,Ursula Cunningham,http://www.amesbury.school.nz,48 Amesbury Drive ,Churton Park,Wellington,48 Amesbury Drive,Churton Park,Wellington,6037,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Ōhāriu,Te Tai Tonga,248101,Churton Park North,Takapū/Northern General Ward,-41.199095,174.802131,Yes,349,258,81,17,19,163,19,2,0,0.25,All students taught in English/other setting,No,No,Open
615,Rototuna Senior High School,07-8540541,communication@rhs.school.nz,Miranda Makin,http://www.rhs.school.nz,Kimbrae Drive ,Rototuna,Hamilton,PO Box 21116,Rototuna,Hamilton,3210,Major urban area,Secondary (Year 11-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Hamilton City,Waikato Region,Hamilton Office,Waikato,Waikato,Hauraki-Waikato,175601,Rototuna North,East General Ward,-37.715977,175.262993,Yes,451,1031,618,159,56,343,68,35,10,0.31,All students taught in English/other setting,No,No,Open
616,Murihiku Young Parents' Learning Centre,03-2179659,office@myplc.school.nz,Mike Newell,,Isabella Street ,,Invercargill,c/- James Hargest College 282 Layard Street,,Invercargill,9810,Large urban area,Teen Parent Unit,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Invercargill City,Southland Region,Invercargill Office,"Otago, Southland",Invercargill,Te Tai Tonga,361701,Glengarry,Area Outside Ward,-46.406680,168.378062,No,569,,,,,,,,,0.80, ,No,No,Open
618,Sancta Maria Catholic Primary School,09-2715249,office@sanctamariaprimary.school.nz,Carolyn Massey,http://www.sanctamariaprimary.school.nz/1/pages/3-welcome,317 Te Irirangi Drive ,Flat Bush,Manukau,PO Box 259074,Botany,Manukau,2163,Major urban area,Contributing,,State : Integrated,Donations may be requested,Co-Educational,,,Howick Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Botany,Tāmaki Makaurau,157301,Ormiston North,Howick Ward,-36.959994,174.903914,No,367,377,41,13,67,274,33,1,0,0.16,All students taught in English/other setting,No,No,Open
620,Huanui College,09-4591930,reception@hc.school.nz,Philip Coombe,http://www.hc.school.nz/,328 Ngunguru Road RD 3 ,Glenbervie,Whangarei,328 Ngunguru Road  RD 3,,Whangarei,0173,Rural other,Secondary (Year 7-15),,Private : Fully Registered,Not applicable,Co-Educational,,,Whangarei District,Northland Region,Whangarei Office,Tai Tokerau,Whangārei,Te Tai Tokerau,105700,Kiripaka,Whangārei Heads General Ward,-35.668291,174.361724,No,not applicable,358,289,77,8,45,5,6,5,not applicable,All students taught in English/other setting,No,No,Open
622,Silverstream Christian School,04-974 8610,,Jared Bruning,http://www.silverstreamchristian.school.nz,4 - 8 Blue Mountain Road ,Silverstream,Upper Hutt,PO Box 48195,Silverstream,Upper Hutt,5142,Large urban area,Composite,,Private : Fully Registered,Not applicable,Co-Educational,,,Upper Hutt City,Wellington Region,Lower Hutt Office,Wellington,Remutaka,Ikaroa-Rāwhiti,241800,Silverstream (Upper Hutt City),Area Outside Ward,-41.151280,175.014553,No,not applicable,29,29,0,0,1,0,0,0,not applicable,All students taught in English/other setting,No,No,Open
624,Te Karaka Area School,06-8623097,,Renae Savage,http://tkas.school.nz,5 Kanakanaia Road ,Te Karaka,Gisborne,PO Box 3,Te Karaka,Gisborne,4042,Rural settlement,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Gisborne District,Gisborne Region,Napier Office,"Hawke's Bay, Tairāwhiti",East Coast,Ikaroa-Rāwhiti,204800,Waipaoa,Tairāwhiti General Ward,-38.469047,177.866317,No,545,110,13,104,3,1,0,0,0,1.36,All students taught in English/other setting,No,No,Open
625,Tamaoho School,09-884 9350,,Gina Harduar,https://www.tamaoho.school.nz/,36 Taikaranga Street ,,Pukekohe,36 Taikaranga Street,,Pukekohe,2120,Medium urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Franklin Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Port Waikato,Hauraki-Waikato,165502,Pukekohe South West,Franklin Ward,-37.201786,174.883229,Yes,446,333,109,94,99,139,11,1,0,0.19,All students taught in English/other setting,No,No,Open
628,TKKM o Tuia te Matangi,03-9280031,tari@tuiatematangi.ac.nz,Anthony De Thierry,http://www.tuiatematangi.ac.nz,32 D'Arcy Street ,,Richmond,PO Box 8026,Nelson Mail Centre,Nelson,7046,Medium urban area,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,Te Rūnanga nui o ngā Kura Kaupapa Māori o Aotearoa,,Tasman District,Tasman Region,Nelson Office,"Nelson, Marlborough, West Coast",Nelson,Te Tai Tonga,302800,Richmond Central (Tasman District),Richmond Ward,-41.334764,173.190247,No,513,48,5,47,6,0,0,0,0,0.29,All students taught in te reo Māori,No,No,Open
630,Te Kura Māori o Ngā Tapuwae,09-5516161,info@ngatapuwae.school.nz,Harley Mariu,http://www.ngatapuwae.school.nz,1 Wickman Way ,Mangere,Auckland,PO Box 43213,Mangere,Auckland,2153,Major urban area,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,Ngā Kura ā Iwi o Aotearoa Inc,,Māngere-Ōtāhuhu Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Māngere,Tāmaki Makaurau,151200,Harania South,Manukau Ward,-36.964239,174.814456,No,499,334,16,331,38,2,1,1,0,0.16,All students taught in te reo Māori,No,No,Open
631,Kia Aroha Campus,09-2745807,office@kiaaroha.school.nz,Myles Ferris,http://www.kiaaroha.school.nz/,51 Othello Drive ,Otara,Auckland,51 Othello Drive,Otara,Auckland,2023,Major urban area,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Ōtara-Papatoetoe Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Botany,Tāmaki Makaurau,157701,Clover Park North,Manukau Ward,-36.980854,174.892768,No,539,319,27,210,159,11,2,0,0,0.11,Some students taught in te reo Māori or a Pacific language,No,No,Open
632,Tai Wananga,07-853 0035,info@taiwananga.co.nz,Keriata Kuiti,http://www.taiwananga.co.nz,Ruakura AgResearch Centre ,,Hamilton,PO Box 14024,Five Cross Roads,Hamilton,3252,Major urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Hamilton City,Waikato Region,Hamilton Office,Waikato,Hamilton East,Hauraki-Waikato,179202,Ruakura,East General Ward,-37.775345,175.305794,No,526,170,38,161,37,3,2,1,0,0.12,All students taught in English/other setting,No,No,Open
633,Kingsview School,03-4511444,office@kingsview.school.nz,Amos Pilgrim,http://www.kingsview.school.nz,14 Yewlett Cresent ,Frankton,Queenstown,PO Box 2113,,Queenstown,9349,Medium urban area,Full Primary,,State : Integrated,Donations may be requested,Co-Educational,,,Queenstown-Lakes District,Otago Region,Dunedin Office,"Otago, Southland",Southland,Te Tai Tonga,348400,Frankton,Queenstown-Whakatipu Ward,-45.017714,168.727617,No,403,80,33,2,3,22,27,1,0,2.70,All students taught in English/other setting,No,No,Open
639,Pa Harakeke Teen Parent Unit,07-886 6109 Ext 706,info@tokoroahigh.school.nz,William Ford,,Billah Street ,,Tokoroa,Private Bag,,Tokoroa,3444,Medium urban area,Teen Parent Unit,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,South Waikato District,Waikato Region,Hamilton Office,Waikato,Taupō,Te Tai Hauāuru,186400,Matarawa,Tokoroa Ward,-38.225977,175.861546,No,569,,,,,,,,,0.86, ,No,No,Open
641,Te Wharekura o Nga Purapura o Te Aroha,021-2257577,tari@npota.school.nz,Jade Tapine,,190 Factory Road ,,Te Awamutu,190 Factory Road,,Te Awamutu,,Medium urban area,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Waipa District,Waikato Region,Hamilton Office,Waikato,Taranaki-King Country,Hauraki-Waikato,183600,Goodfellow Park,Te Awamutu-Kihikihi General Ward,-38.003127,175.315985,No,505,94,13,91,4,0,0,1,0,0.41,Some students taught in te reo Māori,No,No,Open
647,Bathgate Park School,03-4553421,office@bathgatepark.school.nz,Katrina Robertson (Acting),http://www.bathgatepark.school.nz ,213 Macandrew Road ,South Dunedin,Dunedin,213 Macandrew Road,South Dunedin,Dunedin,9012,Major urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Dunedin City,Otago Region,Dunedin Office,"Otago, Southland",Taieri,Te Tai Tonga,354600,Forbury,Area Outside Ward,-45.900329,170.492258,No,510,123,23,31,27,40,7,0,0,0.11,All students taught in English/other setting,No,No,Open
648,Carisbrook School,03-4558315,office@carisbrook.school.nz,Bruce James,http://www.carisbrook.school.nz,217 South Road ,Caversham,Dunedin,217 South Road,Caversham,Dunedin,9012,Major urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Dunedin City,Otago Region,Dunedin Office,"Otago, Southland",Taieri,Te Tai Tonga,354200,Caversham,Area Outside Ward,-45.895389,170.484093,No,520,335,172,84,90,43,31,0,0,0.11,All students taught in English/other setting,No,No,Open
651,Te Whata Tau o Putauaki,07-3238486,tari@twtop.school.nz,Makarita Hunia (Acting),http://www.twtop.school.nz,39-57 Galway Street ,,Kawerau,PO Box 124,,Kawerau,3127,Small urban area,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,Ngā Kura ā Iwi o Aotearoa Inc,,Kawerau District,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",East Coast,Waiariki,203901,Kawerau Central,Area Outside Ward,-38.083373,176.706585,No,541,96,1,95,2,0,0,1,0,0.87,All students taught in te reo Māori,No,No,Open
654,Rolleston College,03-5952490,admin@rollestoncollege.nz,Rachel Skelton,http://www.rollestoncollege.nz,631 Springston Rolleston Road ,,Rolleston,PO Box 86045,Rolleston West,Rolleston,7658,Medium urban area,Secondary (Year 9-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Selwyn District,Canterbury Region,Christchurch Office,"Canterbury, Chatham Islands",Selwyn,Te Tai Tonga,335501,Faringdon,Rolleston Ward,-43.603517,172.388514,Yes,449,1968,1456,280,127,386,81,43,23,0.41,All students taught in English/other setting,No,No,Open
655,Kawerau Putauaki School,07-3237093,admin@putauaki.school.nz,Rachel Chater,http://www.putauaki.school.nz,87-89 Fenton Mill Road ,,Kawerau,87-89 Fenton Mill Road,,Kawerau,3127,Small urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Kawerau District,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",East Coast,Waiariki,203700,Monika Reserve,Area Outside Ward,-38.089843,176.685504,No,522,127,36,106,6,5,0,1,0,0.89,Some students taught in te reo Māori,No,No,Open
658,Murupara Area School,07-3665602,office@mas.school.nz,Kura Hingston,http://www.mas.school.nz,84 Pine Drive ,,Murupara,PO Box 26,,Murupara,3062,Small urban area,Composite,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Whakatane District,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",East Coast,Waiariki,203600,Murupara,Te Urewera General Ward,-38.455354,176.703043,No,560,164,17,158,5,1,0,0,0,1.48,All students taught in English/other setting,No,No,Open
660,Kahurangi School,04-3886386,office@kahurangi.school.nz,Kyran Smith,http://kahurangi.school.nz,45 Strathmore Avenue ,Strathmore,Wellington,43 Strathmore Avenue,Strathmore,Wellington,6022,Major urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Rongotai,Te Tai Tonga,255100,Strathmore (Wellington City),Motukairangi/Eastern General Ward,-41.328369,174.820902,Yes,438,263,149,92,73,22,31,1,0,0.23,All students taught in English/other setting,No,No,Open
661,Tarawera High School,07-3236553,office@tarawera.school.nz,Marissa Peters,http://www.tarawera.school.nz,58-122 River Road ,,Kawerau,PO Box 12,,Kawerau,3169,Small urban area,Secondary (Year 7-15),,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Kawerau District,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",East Coast,Waiariki,203901,Kawerau Central,Area Outside Ward,-38.087207,176.709393,No,545,452,85,396,23,14,2,0,0,0.88,Some students taught in te reo Māori,No,No,Open
670,Nelson Teen Parent Unit,03-5483104,,Claire O'Fee,,111 Haven Road ,,Nelson,PO Box 842,,Nelson,7040,Large urban area,Teen Parent Unit,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Nelson City,Nelson Region,Nelson Office,"Nelson, Marlborough, West Coast",Nelson,Te Tai Tonga,303901,Port Nelson,Central General Ward,-41.268127,173.277873,No,569,,,,,,,,,0.03, ,No,No,Open
671,Waikato Montessori Education Centre,07-8583563,admin@goldenbeads.org.nz,Diane Bhana,http://www.goldenbeads.org.nz,267 Newell Road ,,Hamilton,PO Box 10161,Te Rapa,Hamilton,3241,Rural other,Full Primary,,Private : Fully Registered,Not applicable,Co-Educational,,,Waikato District,Waikato Region,Hamilton Office,Waikato,Waikato,Hauraki-Waikato,173202,Tamahere West,Tamahere-Woodlands General Ward,-37.827156,175.340394,No,not applicable,56,33,1,0,27,1,0,0,not applicable,All students taught in English/other setting,No,No,Open
674,Levin Teen Parent Unit,06-368 1073,fleurnet@waiopehu.ac.nz,MISTY SCIASCIA,,Bartholomew Road ,,Levin,PO Box 548,,Levin,5540,Medium urban area,Teen Parent Unit,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,,Horowhenua District,Manawatū-Whanganui Region,Lower Hutt Office,Wellington,Ōtaki,Te Tai Hauāuru,235900,Waiopehu,Levin General Ward,-40.629522,175.296346,No,569,,,,,,,,,0.62, ,No,No,Open
