building_id,site_id,building_name,building_type,year_built,floor_area_sqm,num_floors,condition_rating,last_assessed_date
3935,780,Administration Building,ADMIN,1962,496,2,FAIR,2023-10-08
3936,780,Sports Amenities,TOILET_BLOCK,1991,230,1,GOOD,2020-09-07
3937,780,School Hall,HALL,1974,159,1,FAIR,2024-08-30
3938,780,Main Gymnasium,GYM,2008,323,2,GOOD,2021-04-17
3939,780,Cricket Pavilion,SPORTS_PAVILION,2010,372,1,POOR,2020-10-27
3940,780,Grounds Shed,STORAGE,1959,20,1,FAIR,2022-03-24
3941,780,School Library,LIBRARY,1993,457,1,FAIR,2020-01-27
3942,781,Science Block,CLASSROOM,2018,547,2,POOR,2024-07-30
3943,781,Main Office,ADMIN,1965,127,1,GOOD,2020-07-02
3944,781,Staff Facilities,TOILET_BLOCK,1986,765,1,FAIR,2024-03-10
3945,781,Metal Workshop,WORKSHOP,2020,756,1,GOOD,2023-06-14
3946,781,School Hall,HALL,2016,743,1,FAIR,2023-08-13
3947,781,Grounds Shed,STORAGE,1978,93,1,GOOD,2021-08-11
3948,781,Cricket Pavilion,SPORTS_PAVILION,1990,545,1,POOR,2021-04-01
3949,781,Main Gymnasium,GYM,1998,207,2,POOR,2024-09-02
3950,787,Senior Block,CLASSROOM,1976,707,1,FAIR,2020-12-06
3951,787,Main Office,ADMIN,2005,632,1,POOR,2020-04-07
3952,787,Senior Toilets,TOILET_BLOCK,1954,497,1,GOOD,2024-05-04
3953,787,Assembly Hall,HALL,1959,203,1,GOOD,2022-09-13
3954,840,Block D,CLASSROOM,1988,154,1,POOR,2022-02-05
3955,840,Administration Building,ADMIN,1997,275,1,GOOD,2020-06-23
3956,840,Junior Toilets,TOILET_BLOCK,1992,777,1,GOOD,2020-08-14
3957,840,Wood Workshop,WORKSHOP,2010,282,1,FAIR,2021-10-04
3958,840,School Hall,HALL,1967,722,1,GOOD,2023-06-27
3959,840,Cricket Pavilion,SPORTS_PAVILION,2015,712,1,GOOD,2022-01-15
3960,846,Junior Block,CLASSROOM,1972,767,1,CRITICAL,2022-01-19
3961,846,Staff Block,ADMIN,1962,760,2,POOR,2022-10-03
3962,846,Staff Facilities,TOILET_BLOCK,1963,131,1,GOOD,2024-11-02
3963,846,Equipment Store,STORAGE,2005,68,1,CRITICAL,2024-04-16
3964,846,Learning Centre,LIBRARY,2000,172,1,FAIR,2021-04-28
3965,846,Cricket Pavilion,SPORTS_PAVILION,1991,350,1,POOR,2021-02-17
3966,846,Sports Hall,GYM,1956,471,2,FAIR,2020-06-19
3967,846,Assembly Hall,HALL,1974,525,2,FAIR,2023-04-26
3968,847,Science Block,CLASSROOM,1975,431,1,CRITICAL,2021-05-29
3969,847,Administration Building,ADMIN,2018,134,1,POOR,2024-05-30
3970,847,Sports Amenities,TOILET_BLOCK,1985,129,1,FAIR,2023-08-17
3971,854,Block A,CLASSROOM,1992,691,2,GOOD,2022-04-29
3972,854,Main Office,ADMIN,1995,220,1,POOR,2022-08-31
3973,854,Sports Amenities,TOILET_BLOCK,1965,354,1,GOOD,2022-09-23
3974,871,Science Block,CLASSROOM,2001,554,1,FAIR,2024-02-27
3975,871,Main Office,ADMIN,2022,560,1,POOR,2022-11-01
3976,871,Senior Toilets,TOILET_BLOCK,1968,201,1,CRITICAL,2020-04-10
3977,871,Wood Workshop,WORKSHOP,1954,323,2,FAIR,2022-03-04
3978,871,Changing Rooms,SPORTS_PAVILION,1987,473,1,POOR,2022-07-16
3979,872,Technology Block,CLASSROOM,2019,706,1,POOR,2022-06-29
3980,872,Main Office,ADMIN,1981,281,2,GOOD,2024-11-18
3981,872,Junior Toilets,TOILET_BLOCK,1992,252,1,GOOD,2022-04-10
3982,872,Equipment Store,STORAGE,1965,56,1,GOOD,2023-06-03
3983,872,Cricket Pavilion,SPORTS_PAVILION,2008,72,1,GOOD,2023-01-30
3984,872,School Hall,HALL,1970,436,1,POOR,2020-01-06
3985,872,Wood Workshop,WORKSHOP,1997,52,2,FAIR,2022-09-04
3986,873,Science Block,CLASSROOM,1952,537,1,FAIR,2022-09-21
3987,873,Main Office,ADMIN,1977,258,2,FAIR,2021-01-23
3988,873,Sports Amenities,TOILET_BLOCK,1951,489,1,FAIR,2022-09-29
3989,873,Maintenance Shed,STORAGE,1967,88,1,GOOD,2022-07-25
3990,873,Metal Workshop,WORKSHOP,1991,463,1,FAIR,2020-09-29
3991,874,Block A,CLASSROOM,2017,508,1,CRITICAL,2023-09-12
3992,874,Staff Block,ADMIN,1964,172,1,GOOD,2021-08-17
3993,874,Sports Amenities,TOILET_BLOCK,1964,355,1,GOOD,2022-12-08
3994,874,Sports Store,STORAGE,1969,23,1,FAIR,2023-04-01
3995,876,Senior Block,CLASSROOM,2005,598,1,FAIR,2021-08-07
3996,876,Main Office,ADMIN,1988,307,1,POOR,2023-07-14
3997,876,Sports Amenities,TOILET_BLOCK,2003,741,1,FAIR,2020-05-05
3998,876,Equipment Store,STORAGE,1952,54,1,GOOD,2020-08-30
3999,877,Block E,CLASSROOM,1979,362,1,GOOD,2022-05-10
4000,877,Staff Block,ADMIN,1960,157,2,POOR,2022-06-20
4001,877,Senior Toilets,TOILET_BLOCK,1994,467,1,FAIR,2020-10-31
4002,878,Science Block,CLASSROOM,1995,691,2,GOOD,2021-07-27
4003,878,Main Office,ADMIN,1994,451,1,POOR,2024-04-25
4004,878,Staff Facilities,TOILET_BLOCK,1988,629,1,CRITICAL,2020-08-12
4005,879,Arts Block,CLASSROOM,1967,531,1,POOR,2020-11-23
4006,879,Administration Building,ADMIN,2000,478,2,GOOD,2024-06-12
4007,879,Senior Toilets,TOILET_BLOCK,1965,666,1,GOOD,2024-03-20
4008,879,School Hall,HALL,1970,451,1,GOOD,2020-10-30
4009,880,Block E,CLASSROOM,1951,371,2,FAIR,2021-10-26
4010,880,Main Office,ADMIN,1954,357,2,POOR,2020-02-20
4011,880,Junior Toilets,TOILET_BLOCK,1959,494,1,POOR,2021-05-20
4012,880,Maintenance Shed,STORAGE,1972,90,1,CRITICAL,2021-04-04
4013,881,Senior Block,CLASSROOM,1981,63,2,POOR,2023-01-06
4014,881,Staff Block,ADMIN,2016,782,2,FAIR,2020-01-31
4015,881,Junior Toilets,TOILET_BLOCK,1958,346,1,POOR,2024-06-26
4016,881,Changing Rooms,SPORTS_PAVILION,1972,223,1,FAIR,2024-01-29
4017,881,Fitness Centre,GYM,1957,339,2,CRITICAL,2022-10-26
4018,900,Block C,CLASSROOM,1950,494,2,FAIR,2023-04-06
4019,900,Main Office,ADMIN,1997,584,2,GOOD,2022-12-23
4020,900,Junior Toilets,TOILET_BLOCK,1957,132,1,FAIR,2024-01-29
4021,903,Block A,CLASSROOM,2012,378,1,POOR,2024-08-24
4022,903,Staff Block,ADMIN,1974,760,1,GOOD,2021-02-24
4023,903,Staff Facilities,TOILET_BLOCK,1998,174,1,CRITICAL,2024-07-24
4024,903,Grounds Shed,STORAGE,1980,40,1,GOOD,2022-08-28
4025,904,Arts Block,CLASSROOM,2011,741,2,GOOD,2024-06-17
4026,904,Staff Block,ADMIN,1987,140,1,FAIR,2022-06-08
4027,904,Sports Amenities,TOILET_BLOCK,1989,545,1,FAIR,2023-09-26
4028,904,Sports Store,STORAGE,1955,71,1,FAIR,2020-11-19
4029,921,Senior Block,CLASSROOM,1970,435,1,GOOD,2021-10-01
4030,921,Administration Building,ADMIN,2007,141,1,FAIR,2023-03-04
4031,921,Senior Toilets,TOILET_BLOCK,2006,249,1,GOOD,2022-07-05
4032,932,Block C,CLASSROOM,2001,633,1,GOOD,2021-05-17
4033,932,Staff Block,ADMIN,1997,339,1,GOOD,2022-07-08
4034,932,Sports Amenities,TOILET_BLOCK,1971,370,1,POOR,2020-01-11
4035,941,Block B,CLASSROOM,1983,393,1,GOOD,2024-03-04
4036,941,Administration Building,ADMIN,2022,135,2,GOOD,2022-09-20
4037,941,Junior Toilets,TOILET_BLOCK,1967,490,1,FAIR,2022-12-22
4038,941,Equipment Store,STORAGE,1961,59,1,GOOD,2021-08-31
4039,941,Performing Arts Centre,HALL,1974,299,2,POOR,2022-05-14
4040,941,Cricket Pavilion,SPORTS_PAVILION,2002,335,1,POOR,2024-05-18
4041,941,Main Gymnasium,GYM,1963,727,1,FAIR,2022-06-18
4042,941,Technology Workshop,WORKSHOP,1955,587,1,POOR,2020-01-09
4043,946,Senior Block,CLASSROOM,1991,242,1,CRITICAL,2024-06-06
4044,946,Staff Block,ADMIN,2009,655,2,GOOD,2024-01-25
4045,946,Senior Toilets,TOILET_BLOCK,1953,304,1,FAIR,2020-12-23
4046,946,Equipment Store,STORAGE,1995,78,1,CRITICAL,2021-08-08
4047,949,Block B,CLASSROOM,2006,441,1,FAIR,2021-01-13
4048,949,Main Office,ADMIN,1995,325,1,FAIR,2023-01-13
4049,949,Sports Amenities,TOILET_BLOCK,2014,334,1,GOOD,2023-07-17
4050,949,Wood Workshop,WORKSHOP,2008,93,1,POOR,2024-11-21
4051,949,Sports Pavilion,SPORTS_PAVILION,1953,70,1,FAIR,2020-12-14
4052,949,Main Gymnasium,GYM,1960,707,2,FAIR,2024-09-02
4053,949,Maintenance Shed,STORAGE,1988,81,1,FAIR,2022-12-19
4054,949,Assembly Hall,HALL,1956,496,2,GOOD,2023-04-20
4055,949,School Library,LIBRARY,1958,193,1,POOR,2024-11-21
4056,949,Senior Block,CLASSROOM,1975,756,1,POOR,2022-09-23
4057,949,Block E,CLASSROOM,1992,775,1,POOR,2024-06-10
4058,949,Block B,CLASSROOM,1956,140,2,CRITICAL,2020-01-12
4059,956,Technology Block,CLASSROOM,1958,356,2,FAIR,2024-10-14
4060,956,Administration Building,ADMIN,1957,358,1,GOOD,2023-04-30
4061,956,Senior Toilets,TOILET_BLOCK,1957,736,1,GOOD,2022-06-05
4062,956,Resource Centre,LIBRARY,2010,124,2,CRITICAL,2023-04-11
4063,958,Arts Block,CLASSROOM,2022,765,2,POOR,2021-03-08
4064,958,Administration Building,ADMIN,2021,370,2,POOR,2021-06-02
4065,958,Staff Facilities,TOILET_BLOCK,1999,290,1,POOR,2023-01-10
4066,958,Metal Workshop,WORKSHOP,1956,602,2,GOOD,2024-12-02
4067,958,School Hall,HALL,2010,522,2,FAIR,2021-09-06
4068,960,Science Block,CLASSROOM,1960,671,1,GOOD,2020-11-18
4069,960,Administration Building,ADMIN,1953,264,1,GOOD,2023-01-05
4070,960,Senior Toilets,TOILET_BLOCK,2005,680,1,POOR,2023-05-15
4071,961,Arts Block,CLASSROOM,1999,525,2,FAIR,2021-04-26
4072,961,Administration Building,ADMIN,2019,226,1,POOR,2021-11-05
4073,961,Junior Toilets,TOILET_BLOCK,2013,164,1,POOR,2021-08-01
4074,961,Assembly Hall,HALL,1981,605,2,FAIR,2020-06-06
4075,961,Sports Pavilion,SPORTS_PAVILION,1995,303,1,POOR,2024-04-01
4076,961,Food Technology,WORKSHOP,2000,372,1,GOOD,2021-02-03
4077,961,Sports Store,STORAGE,1990,59,1,GOOD,2024-04-10
4078,961,Resource Centre,LIBRARY,1967,285,2,POOR,2020-01-04
4079,961,Main Gymnasium,GYM,1992,711,2,GOOD,2023-07-16
4080,961,Block E,CLASSROOM,2020,533,1,FAIR,2021-03-27
4081,961,Science Block,CLASSROOM,1967,236,1,GOOD,2024-01-05
4082,961,Block C,CLASSROOM,1985,235,1,FAIR,2023-10-07
4083,962,Block B,CLASSROOM,1999,476,2,FAIR,2021-02-09
4084,962,Administration Building,ADMIN,2014,250,2,FAIR,2021-01-01
4085,962,Senior Toilets,TOILET_BLOCK,1980,143,1,POOR,2021-09-14
4086,1000,Block E,CLASSROOM,1990,661,1,GOOD,2020-05-10
4087,1000,Main Office,ADMIN,1986,273,1,FAIR,2023-06-05
4088,1000,Sports Amenities,TOILET_BLOCK,1983,421,1,FAIR,2022-08-23
4089,1000,Sports Pavilion,SPORTS_PAVILION,1984,67,1,GOOD,2024-04-28
4090,1000,Resource Centre,LIBRARY,2021,439,1,GOOD,2021-03-08
4091,1000,Performing Arts Centre,HALL,1974,113,2,GOOD,2021-04-16
4092,1000,Food Technology,WORKSHOP,2002,229,2,GOOD,2024-01-15
4093,1001,Block C,CLASSROOM,2002,775,1,FAIR,2020-07-13
4094,1001,Main Office,ADMIN,1985,749,2,CRITICAL,2024-08-17
4095,1001,Senior Toilets,TOILET_BLOCK,1970,611,1,FAIR,2023-06-10
4096,1001,Sports Pavilion,SPORTS_PAVILION,2016,324,1,GOOD,2024-08-13
4097,1002,Science Block,CLASSROOM,1957,710,2,POOR,2022-05-10
4098,1002,Administration Building,ADMIN,2021,446,2,GOOD,2023-07-09
4099,1002,Senior Toilets,TOILET_BLOCK,1982,501,1,GOOD,2023-07-17
4100,1004,Junior Block,CLASSROOM,1998,207,2,FAIR,2020-01-06
4101,1004,Staff Block,ADMIN,2001,318,2,GOOD,2024-07-18
4102,1004,Staff Facilities,TOILET_BLOCK,1972,760,1,FAIR,2023-04-21
4103,1007,Technology Block,CLASSROOM,1967,799,2,FAIR,2023-01-31
4104,1007,Administration Building,ADMIN,2016,334,2,GOOD,2023-09-28
4105,1007,Senior Toilets,TOILET_BLOCK,1957,245,1,POOR,2023-05-29
4106,1007,Cricket Pavilion,SPORTS_PAVILION,1971,278,1,FAIR,2020-02-13
4107,1007,Assembly Hall,HALL,1955,770,2,GOOD,2022-06-02
4108,1008,Block C,CLASSROOM,1965,648,2,FAIR,2023-02-15
4109,1008,Administration Building,ADMIN,1974,156,2,POOR,2021-05-21
4110,1008,Staff Facilities,TOILET_BLOCK,1974,384,1,CRITICAL,2022-10-01
4111,1009,Junior Block,CLASSROOM,2005,703,1,FAIR,2023-12-09
4112,1009,Administration Building,ADMIN,2003,496,1,GOOD,2021-10-27
4113,1009,Junior Toilets,TOILET_BLOCK,2019,385,1,POOR,2020-10-23
4114,1009,Cricket Pavilion,SPORTS_PAVILION,1970,415,1,GOOD,2020-02-21
4115,1009,Resource Centre,LIBRARY,1981,213,1,GOOD,2020-08-23
4116,1009,Sports Store,STORAGE,2021,58,1,GOOD,2024-02-06
4117,1009,Metal Workshop,WORKSHOP,1971,126,2,GOOD,2020-04-23
4118,1011,Technology Block,CLASSROOM,1972,617,2,GOOD,2022-08-21
4119,1011,Staff Block,ADMIN,1950,160,2,GOOD,2023-03-11
4120,1011,Senior Toilets,TOILET_BLOCK,2017,781,1,GOOD,2024-06-21
4121,1011,Technology Workshop,WORKSHOP,1985,762,2,GOOD,2021-07-04
4122,1011,School Hall,HALL,1955,446,1,CRITICAL,2024-05-27
4123,1013,Block D,CLASSROOM,1950,324,1,GOOD,2023-01-05
4124,1013,Staff Block,ADMIN,1961,144,2,POOR,2023-08-23
4125,1013,Sports Amenities,TOILET_BLOCK,1998,681,1,FAIR,2024-08-27
4126,1013,Changing Rooms,SPORTS_PAVILION,1979,744,1,GOOD,2023-12-04
4127,1013,School Hall,HALL,1952,203,1,POOR,2024-11-29
4128,1014,Technology Block,CLASSROOM,1991,271,2,GOOD,2024-09-09
4129,1014,Staff Block,ADMIN,1963,186,2,POOR,2024-04-11
4130,1014,Sports Amenities,TOILET_BLOCK,1959,275,1,GOOD,2023-07-12
4131,1015,Senior Block,CLASSROOM,1964,525,1,FAIR,2020-05-11
4132,1015,Staff Block,ADMIN,2002,211,1,POOR,2020-11-06
4133,1015,Sports Amenities,TOILET_BLOCK,1990,321,1,GOOD,2021-10-20
4134,1015,Resource Centre,LIBRARY,2022,691,2,GOOD,2024-11-05
4135,1015,Main Gymnasium,GYM,1951,199,2,GOOD,2021-03-21
4136,1015,Wood Workshop,WORKSHOP,1966,442,1,GOOD,2022-12-24
4137,1016,Block E,CLASSROOM,1955,671,2,POOR,2021-04-02
4138,1016,Administration Building,ADMIN,2016,624,2,GOOD,2020-03-04
4139,1016,Junior Toilets,TOILET_BLOCK,1982,517,1,GOOD,2023-02-16
4140,1016,Technology Workshop,WORKSHOP,1985,105,1,POOR,2022-12-27
4141,1017,Arts Block,CLASSROOM,2018,775,2,GOOD,2022-10-27
4142,1017,Main Office,ADMIN,1968,101,1,FAIR,2024-07-05
4143,1017,Junior Toilets,TOILET_BLOCK,2000,145,1,GOOD,2023-05-13
4144,1017,School Library,LIBRARY,2018,476,2,FAIR,2022-05-13
4145,1018,Junior Block,CLASSROOM,1993,531,2,POOR,2022-03-20
4146,1018,Administration Building,ADMIN,1961,256,2,CRITICAL,2020-04-07
4147,1018,Junior Toilets,TOILET_BLOCK,2007,497,1,FAIR,2022-05-15
4148,1018,Main Gymnasium,GYM,1991,151,1,GOOD,2022-12-12
4149,1018,Cricket Pavilion,SPORTS_PAVILION,1983,235,1,FAIR,2023-01-16
4150,1018,Metal Workshop,WORKSHOP,1992,596,2,FAIR,2022-10-19
4151,1019,Block D,CLASSROOM,1973,612,2,GOOD,2023-06-22
4152,1019,Staff Block,ADMIN,2017,426,2,GOOD,2021-01-10
4153,1019,Staff Facilities,TOILET_BLOCK,2001,639,1,FAIR,2023-04-07
4154,1019,Changing Rooms,SPORTS_PAVILION,1981,501,1,FAIR,2023-02-24
4155,1020,Senior Block,CLASSROOM,1987,199,2,FAIR,2024-04-29
4156,1020,Main Office,ADMIN,1961,788,1,GOOD,2024-05-29
4157,1020,Senior Toilets,TOILET_BLOCK,2016,758,1,POOR,2020-09-05
4158,1020,Learning Centre,LIBRARY,1963,489,1,CRITICAL,2022-12-22
4159,1020,Cricket Pavilion,SPORTS_PAVILION,1974,679,1,FAIR,2020-09-13
4160,1021,Senior Block,CLASSROOM,2014,469,2,GOOD,2022-04-16
4161,1021,Administration Building,ADMIN,2005,302,1,GOOD,2022-08-20
4162,1021,Staff Facilities,TOILET_BLOCK,1978,77,1,GOOD,2024-01-06
4163,1021,Changing Rooms,SPORTS_PAVILION,2001,579,1,GOOD,2022-04-08
4164,1021,Equipment Store,STORAGE,1962,62,1,FAIR,2020-09-10
4165,1022,Junior Block,CLASSROOM,2010,345,2,GOOD,2023-03-15
4166,1022,Staff Block,ADMIN,2014,769,1,CRITICAL,2020-03-19
4167,1022,Sports Amenities,TOILET_BLOCK,1970,331,1,GOOD,2023-04-11
4168,1022,Fitness Centre,GYM,2009,101,2,CRITICAL,2021-01-11
4169,1023,Senior Block,CLASSROOM,1962,254,1,GOOD,2020-08-14
4170,1023,Staff Block,ADMIN,2018,521,2,GOOD,2021-11-09
4171,1023,Sports Amenities,TOILET_BLOCK,1984,655,1,GOOD,2024-01-01
4172,1023,Sports Pavilion,SPORTS_PAVILION,2003,594,1,FAIR,2023-12-27
4173,1023,Sports Hall,GYM,1972,434,1,FAIR,2020-03-18
4174,1024,Science Block,CLASSROOM,1970,535,1,FAIR,2022-09-29
4175,1024,Main Office,ADMIN,2005,369,2,CRITICAL,2020-10-13
4176,1024,Junior Toilets,TOILET_BLOCK,1966,766,1,GOOD,2021-12-31
4177,1024,School Hall,HALL,2001,721,1,FAIR,2023-03-03
4178,1025,Technology Block,CLASSROOM,2001,336,2,POOR,2023-07-04
4179,1025,Staff Block,ADMIN,1980,111,1,FAIR,2024-11-30
4180,1025,Staff Facilities,TOILET_BLOCK,1993,96,1,GOOD,2022-01-13
4181,1025,Performing Arts Centre,HALL,2008,217,2,GOOD,2024-09-23
4182,1025,Learning Centre,LIBRARY,1964,155,1,FAIR,2022-06-13
4183,1025,Metal Workshop,WORKSHOP,1996,205,1,GOOD,2020-05-10
4184,1025,Grounds Shed,STORAGE,2008,68,1,POOR,2023-10-01
4185,1025,Fitness Centre,GYM,2015,609,2,GOOD,2021-08-17
4186,1026,Junior Block,CLASSROOM,1996,556,1,GOOD,2021-07-29
4187,1026,Main Office,ADMIN,1995,328,1,FAIR,2021-10-02
4188,1026,Sports Amenities,TOILET_BLOCK,1993,799,1,GOOD,2020-06-06
4189,1026,Cricket Pavilion,SPORTS_PAVILION,2017,419,1,GOOD,2020-04-02
4190,1026,Food Technology,WORKSHOP,1998,583,2,POOR,2021-12-28
4191,1026,Main Gymnasium,GYM,1974,280,2,POOR,2022-09-07
4192,1027,Arts Block,CLASSROOM,1972,317,2,FAIR,2024-07-08
4193,1027,Administration Building,ADMIN,1995,77,2,FAIR,2022-01-24
4194,1027,Senior Toilets,TOILET_BLOCK,1979,63,1,GOOD,2021-05-14
4195,1028,Senior Block,CLASSROOM,1959,662,2,GOOD,2020-10-24
4196,1028,Main Office,ADMIN,1953,62,1,CRITICAL,2021-04-17
4197,1028,Senior Toilets,TOILET_BLOCK,2016,694,1,GOOD,2020-06-19
4198,1028,School Hall,HALL,1991,313,1,GOOD,2020-12-28
4199,1028,Equipment Store,STORAGE,1997,69,1,POOR,2022-06-01
4200,1028,Cricket Pavilion,SPORTS_PAVILION,2016,87,1,CRITICAL,2022-05-17
4201,1029,Junior Block,CLASSROOM,1995,722,2,POOR,2021-05-14
4202,1029,Administration Building,ADMIN,1990,164,1,GOOD,2022-11-24
4203,1029,Senior Toilets,TOILET_BLOCK,1950,341,1,POOR,2020-09-02
4204,1029,Sports Hall,GYM,1964,165,1,FAIR,2023-09-29
4205,1029,Sports Pavilion,SPORTS_PAVILION,2019,422,1,FAIR,2022-08-10
4206,1029,Grounds Shed,STORAGE,1984,45,1,FAIR,2023-05-10
4207,1029,Resource Centre,LIBRARY,1960,362,2,FAIR,2024-04-02
4208,1029,School Hall,HALL,1998,411,2,GOOD,2023-07-04
4209,1030,Block C,CLASSROOM,1980,674,2,GOOD,2024-06-15
4210,1030,Administration Building,ADMIN,2001,69,1,POOR,2024-12-01
4211,1030,Senior Toilets,TOILET_BLOCK,1992,334,1,GOOD,2023-09-01
4212,1030,Food Technology,WORKSHOP,1962,219,1,GOOD,2024-01-29
4213,1030,Learning Centre,LIBRARY,1996,773,1,GOOD,2020-02-21
4214,1030,Equipment Store,STORAGE,1980,42,1,POOR,2022-05-08
4215,1030,Changing Rooms,SPORTS_PAVILION,1989,203,1,FAIR,2024-02-13
4216,1030,Main Gymnasium,GYM,2012,586,1,POOR,2023-11-28
4217,1031,Technology Block,CLASSROOM,2005,303,1,POOR,2021-04-03
4218,1031,Staff Block,ADMIN,1960,148,1,GOOD,2023-10-01
4219,1031,Sports Amenities,TOILET_BLOCK,1964,570,1,CRITICAL,2023-07-24
4220,1032,Block C,CLASSROOM,2008,333,2,GOOD,2023-11-09
4221,1032,Administration Building,ADMIN,2019,651,2,POOR,2021-11-28
4222,1032,Sports Amenities,TOILET_BLOCK,2008,409,1,FAIR,2021-09-03
4223,1032,Sports Pavilion,SPORTS_PAVILION,2002,658,1,POOR,2021-06-11
4224,1033,Junior Block,CLASSROOM,2021,462,2,GOOD,2022-03-03
4225,1033,Main Office,ADMIN,2005,84,2,FAIR,2022-09-15
4226,1033,Senior Toilets,TOILET_BLOCK,1957,329,1,FAIR,2021-04-05
4227,1033,Sports Pavilion,SPORTS_PAVILION,2007,153,1,GOOD,2024-11-09
4228,1033,School Hall,HALL,2011,582,1,GOOD,2021-05-10
4229,1033,Resource Centre,LIBRARY,1988,384,2,GOOD,2023-11-30
4230,1033,Fitness Centre,GYM,1965,654,2,GOOD,2024-05-01
4231,1034,Junior Block,CLASSROOM,1968,453,1,FAIR,2022-05-21
4232,1034,Main Office,ADMIN,2012,396,1,POOR,2024-09-20
4233,1034,Junior Toilets,TOILET_BLOCK,1999,411,1,FAIR,2024-08-11
4234,1034,Cricket Pavilion,SPORTS_PAVILION,2011,117,1,GOOD,2020-04-19
4235,1034,School Library,LIBRARY,2008,480,2,POOR,2020-10-06
4236,1034,Metal Workshop,WORKSHOP,2015,157,1,GOOD,2024-02-23
4237,1034,Sports Hall,GYM,1997,711,2,GOOD,2021-12-20
4238,1034,Performing Arts Centre,HALL,2021,425,1,GOOD,2022-01-01
4239,1034,Maintenance Shed,STORAGE,1977,94,1,FAIR,2022-05-31
4240,1035,Arts Block,CLASSROOM,1985,709,1,FAIR,2022-10-12
4241,1035,Administration Building,ADMIN,1972,516,1,CRITICAL,2023-09-29
4242,1035,Junior Toilets,TOILET_BLOCK,2011,417,1,GOOD,2020-06-04
4243,1036,Junior Block,CLASSROOM,2007,243,2,POOR,2020-01-26
4244,1036,Administration Building,ADMIN,1976,430,1,FAIR,2021-09-01
4245,1036,Sports Amenities,TOILET_BLOCK,1990,558,1,GOOD,2020-03-22
4246,1037,Arts Block,CLASSROOM,1991,90,2,FAIR,2023-02-22
4247,1037,Main Office,ADMIN,2001,414,1,POOR,2022-03-04
4248,1037,Senior Toilets,TOILET_BLOCK,1971,88,1,GOOD,2021-01-29
4249,1037,Sports Pavilion,SPORTS_PAVILION,1976,79,1,POOR,2021-03-27
4250,1038,Arts Block,CLASSROOM,1962,647,2,POOR,2022-06-28
4251,1038,Staff Block,ADMIN,2001,341,1,GOOD,2022-01-16
4252,1038,Staff Facilities,TOILET_BLOCK,1978,329,1,GOOD,2024-11-14
4253,1038,Assembly Hall,HALL,1978,683,1,GOOD,2023-06-23
4254,1038,Resource Centre,LIBRARY,1967,612,1,GOOD,2024-04-12
4255,1038,Sports Store,STORAGE,1952,28,1,CRITICAL,2022-11-27
4256,1038,Main Gymnasium,GYM,1970,69,1,GOOD,2024-03-19
4257,1038,Technology Workshop,WORKSHOP,1975,337,1,FAIR,2024-12-01
4258,1038,Sports Pavilion,SPORTS_PAVILION,1970,667,1,FAIR,2023-08-20
4259,1038,Technology Block,CLASSROOM,1973,516,1,FAIR,2023-11-03
4260,1038,Block C,CLASSROOM,1983,107,2,FAIR,2021-09-17
4261,1039,Junior Block,CLASSROOM,2001,548,1,FAIR,2021-01-13
4262,1039,Administration Building,ADMIN,1973,67,2,GOOD,2020-01-28
4263,1039,Senior Toilets,TOILET_BLOCK,1951,522,1,FAIR,2020-08-26
4264,1042,Block E,CLASSROOM,1960,785,2,GOOD,2023-12-26
4265,1042,Administration Building,ADMIN,1980,627,1,GOOD,2021-02-23
4266,1042,Senior Toilets,TOILET_BLOCK,1958,552,1,FAIR,2021-11-19
4267,1043,Arts Block,CLASSROOM,2020,642,1,POOR,2021-06-08
4268,1043,Staff Block,ADMIN,2001,418,2,POOR,2020-06-06
4269,1043,Junior Toilets,TOILET_BLOCK,1979,437,1,FAIR,2021-01-09
4270,1043,Cricket Pavilion,SPORTS_PAVILION,1981,134,1,CRITICAL,2020-06-06
4271,1043,Metal Workshop,WORKSHOP,1967,562,2,FAIR,2021-01-12
4272,1043,Assembly Hall,HALL,1983,604,2,FAIR,2023-03-12
4273,1044,Block A,CLASSROOM,2016,593,1,GOOD,2024-09-19
4274,1044,Main Office,ADMIN,1968,739,1,GOOD,2024-01-09
4275,1044,Junior Toilets,TOILET_BLOCK,2014,775,1,GOOD,2021-11-11
4276,1044,Assembly Hall,HALL,1994,438,1,FAIR,2020-01-21
4277,1044,Learning Centre,LIBRARY,2013,646,2,GOOD,2024-09-13
4278,1046,Science Block,CLASSROOM,2002,579,1,POOR,2023-09-15
4279,1046,Main Office,ADMIN,1956,162,2,FAIR,2024-04-11
4280,1046,Staff Facilities,TOILET_BLOCK,1962,493,1,POOR,2020-12-17
4281,1046,Technology Workshop,WORKSHOP,2018,647,1,GOOD,2024-08-12
4282,1047,Arts Block,CLASSROOM,1997,739,1,FAIR,2021-09-22
4283,1047,Main Office,ADMIN,2019,399,1,FAIR,2023-03-04
4284,1047,Senior Toilets,TOILET_BLOCK,1961,795,1,FAIR,2022-06-03
4285,1048,Block C,CLASSROOM,1961,521,1,GOOD,2021-11-01
4286,1048,Administration Building,ADMIN,1997,618,1,GOOD,2023-05-03
4287,1048,Sports Amenities,TOILET_BLOCK,1990,373,1,POOR,2024-11-16
4288,1048,Cricket Pavilion,SPORTS_PAVILION,1984,707,1,POOR,2024-11-27
4289,1048,Technology Workshop,WORKSHOP,1994,448,1,FAIR,2023-03-22
