asset_id,site_id,building_id,asset_name,asset_type,install_date,last_service_date,condition_rating,is_active
12667,1248,,Line Marker,GROUNDS_EQUIPMENT,2006-01-16,2007-07-12,FAIR,True
12668,1248,5059.0,Generator,ELECTRICAL,2008-02-13,2012-01-13,GOOD,True
12669,1248,5057.0,Main Switchboard #2,ELECTRICAL,2013-01-15,2013-12-14,POOR,True
12670,1248,5057.0,Drill Press,MACHINERY,2019-04-09,2019-10-08,GOOD,True
12671,1248,5052.0,Main Switchboard #1,ELECTRICAL,2011-02-05,2013-11-24,FAIR,True
12672,1248,,Swimming Pool,SPORTS_EQUIPMENT,2005-06-24,2007-05-13,GOOD,True
12673,1248,5056.0,Central Heating System,HVAC,2014-01-10,2015-07-15,CRITICAL,False
12674,1248,,Tennis Court,SPORTS_EQUIPMENT,2020-03-04,2023-02-13,POOR,True
12675,1248,5052.0,Band Saw #2,MACHINERY,2009-07-11,2009-12-04,FAIR,True
12676,1248,5053.0,Boiler #4,HVAC,2012-04-08,2015-05-21,GOOD,True
12677,1248,5057.0,Solar Panel Array #3,ELECTRICAL,2007-10-14,2010-06-22,GOOD,True
12678,1248,5059.0,Solar Panel Array,ELECTRICAL,2016-02-11,2017-07-27,GOOD,True
12679,1248,,Perimeter Fence - North,FENCING,2006-08-06,2010-01-17,GOOD,True
12680,1248,,Main Block Roof #1,ROOFING,2005-11-10,2010-07-12,GOOD,True
12681,1248,5056.0,3D Printer #2,MACHINERY,2011-10-29,2015-09-14,GOOD,True
12682,1248,5054.0,Solar Panel Array,ELECTRICAL,2019-08-25,2021-03-24,POOR,True
12683,1248,5057.0,Generator,ELECTRICAL,2005-02-19,2009-06-12,FAIR,True
12684,1248,,Perimeter Fence - North #4,FENCING,2008-05-07,2011-06-22,POOR,True
12685,1248,,Library Roof,ROOFING,2014-07-24,2018-03-04,POOR,True
12686,1248,,Main Block Roof #2,ROOFING,2019-01-01,2019-09-12,FAIR,True
12687,1248,,Lawn Mower,GROUNDS_EQUIPMENT,2019-06-13,2024-04-09,POOR,True
12688,1248,,Lawn Mower,GROUNDS_EQUIPMENT,2011-07-07,2013-10-15,GOOD,True
12689,1248,5056.0,Main Switchboard,ELECTRICAL,2005-11-27,2007-06-30,POOR,True
12690,1248,,Staff Car Park #4,CAR_PARK,2011-02-12,2012-02-19,POOR,True
12691,1248,5057.0,Generator,ELECTRICAL,2018-05-24,2022-10-17,GOOD,True
12692,1248,,Tennis Court #4,SPORTS_EQUIPMENT,2019-05-06,2020-06-16,GOOD,True
12693,1249,5061.0,Emergency Lighting #3,ELECTRICAL,2008-02-03,2010-11-21,FAIR,True
12694,1249,5061.0,Band Saw,MACHINERY,2014-02-11,2015-06-22,FAIR,True
12695,1249,,Utility Vehicle #3,VEHICLE,2020-11-12,2023-06-14,FAIR,True
12696,1249,,Sports Field Fence #3,FENCING,2017-06-07,2021-02-10,FAIR,True
12697,1249,5064.0,Table Saw,MACHINERY,2019-08-30,2020-09-19,GOOD,True
12698,1249,,Swimming Pool,SPORTS_EQUIPMENT,2009-09-08,2010-05-18,POOR,True
12699,1249,,Gym Roof,ROOFING,2018-07-21,2021-10-25,POOR,True
12700,1249,5060.0,Workshop Lathe #4,MACHINERY,2008-04-07,2009-03-13,GOOD,True
12701,1249,,Leaf Blower,GROUNDS_EQUIPMENT,2008-04-14,2010-12-30,GOOD,True
12702,1249,,Cricket Nets #2,SPORTS_EQUIPMENT,2011-11-07,2016-05-17,GOOD,True
12703,1249,5062.0,Boiler #2,HVAC,2011-07-18,2012-07-26,FAIR,True
12704,1249,,Swing Set #1,PLAYGROUND,2021-03-21,2021-12-30,GOOD,True
12705,1249,,School Bus #3,VEHICLE,2006-12-08,2009-07-23,FAIR,True
12706,1249,,Secondary Bus Stop,BUS_STOP,2013-08-10,2018-04-07,GOOD,True
12707,1249,,Junior Playground,PLAYGROUND,2009-10-16,2010-07-12,POOR,True
12708,1249,5063.0,CNC Router,MACHINERY,2007-09-24,2011-07-07,POOR,True
12709,1249,,School Bus #4,VEHICLE,2015-01-26,2019-05-26,FAIR,True
12710,1251,5067.0,Central Heating System,HVAC,2012-08-03,2013-08-21,POOR,True
12711,1251,5066.0,EV Charger #4,ELECTRICAL,2016-07-12,2020-10-26,CRITICAL,True
12712,1251,5069.0,Table Saw,MACHINERY,2010-07-04,2011-07-03,FAIR,True
12713,1251,,Cricket Nets #1,SPORTS_EQUIPMENT,2007-09-07,2009-03-06,FAIR,True
12714,1251,5070.0,Boiler #4,HVAC,2010-06-29,2011-02-22,GOOD,True
12715,1251,,Drop-off Zone,CAR_PARK,2014-10-25,2016-05-07,GOOD,True
12716,1251,5067.0,Band Saw #2,MACHINERY,2020-01-02,2020-04-24,FAIR,True
12717,1251,,Long Jump Pit,SPORTS_EQUIPMENT,2007-08-13,2010-05-15,POOR,True
12718,1251,5071.0,CNC Router #3,MACHINERY,2019-07-07,2024-03-04,GOOD,True
12719,1251,,Library Roof,ROOFING,2011-10-30,2013-12-19,FAIR,True
12720,1251,,Long Jump Pit #2,SPORTS_EQUIPMENT,2009-08-10,2012-08-20,FAIR,True
12721,1251,,Sports Field Fence,FENCING,2017-10-24,2022-01-08,POOR,True
12722,1251,5070.0,CNC Router #3,MACHINERY,2014-06-09,2014-12-15,POOR,True
12723,1251,5071.0,Central Heating System,HVAC,2014-01-20,2015-03-10,FAIR,True
12724,1251,,Sports Field Fence,FENCING,2011-09-09,2014-09-20,GOOD,True
12725,1251,,Cricket Nets #3,SPORTS_EQUIPMENT,2007-03-24,2007-12-24,POOR,True
12726,1252,,Ride-on Mower,VEHICLE,2006-01-02,2006-09-24,GOOD,True
12727,1252,5074.0,Emergency Lighting #1,ELECTRICAL,2021-12-07,2022-03-07,GOOD,True
12728,1252,5079.0,Heat Pump Unit #4,HVAC,2010-05-27,2011-05-15,GOOD,True
12729,1252,,Pool Fence,FENCING,2018-11-19,2022-06-23,FAIR,True
12730,1252,,Main Bus Stop,BUS_STOP,2016-04-03,2020-12-13,FAIR,True
12731,1252,,Lawn Mower #2,GROUNDS_EQUIPMENT,2013-04-26,2018-02-03,FAIR,True
12732,1252,,Secondary Bus Stop,BUS_STOP,2020-11-05,2021-10-24,FAIR,True
12733,1252,,Senior Playground #4,PLAYGROUND,2014-11-08,2017-03-30,FAIR,True
12734,1252,5079.0,EV Charger #3,ELECTRICAL,2009-09-30,2012-11-17,POOR,True
12735,1252,,Utility Vehicle #4,VEHICLE,2018-05-09,2022-08-02,POOR,True
12736,1252,5078.0,Heat Pump Unit,HVAC,2012-11-11,2013-02-22,FAIR,True
12737,1252,5074.0,3D Printer,MACHINERY,2012-05-05,2012-09-19,FAIR,True
12738,1252,,Perimeter Fence - South #1,FENCING,2011-11-25,2012-11-25,POOR,True
12739,1252,,Main Block Roof #2,ROOFING,2006-02-02,2009-08-31,GOOD,True
12740,1252,,Perimeter Fence - South,FENCING,2010-05-17,2011-08-03,FAIR,True
12741,1252,,Hall Roof,ROOFING,2014-10-31,2017-08-29,GOOD,True
12742,1252,5076.0,EV Charger #2,ELECTRICAL,2006-12-26,2010-11-28,POOR,True
12743,1252,,Sports Field Fence #1,FENCING,2015-01-08,2016-12-15,FAIR,True
12744,1253,5080.0,3D Printer,MACHINERY,2015-02-17,2018-02-11,POOR,True
12745,1253,5082.0,Central Heating System #2,HVAC,2006-06-01,2007-10-16,POOR,True
12746,1253,,Secondary Bus Stop,BUS_STOP,2014-01-30,2018-01-31,GOOD,True
12747,1253,5085.0,Heat Pump Unit,HVAC,2006-11-23,2008-04-06,FAIR,True
12748,1253,,Main Block Roof #2,ROOFING,2016-11-12,2020-09-20,FAIR,True
12749,1253,,Hall Roof,ROOFING,2008-09-12,2010-02-21,GOOD,True
12750,1253,,Drop-off Zone #4,CAR_PARK,2007-02-14,2010-08-27,GOOD,True
12751,1253,,Swing Set,PLAYGROUND,2007-10-12,2009-06-29,FAIR,True
12752,1253,,School Van,VEHICLE,2017-02-14,2018-01-05,GOOD,True
12753,1253,,Visitor Car Park,CAR_PARK,2020-03-04,2020-07-23,FAIR,True
12754,1253,,Sports Field Fence #1,FENCING,2010-12-18,2014-09-07,GOOD,True
12755,1253,5082.0,3D Printer,MACHINERY,2009-09-26,2009-12-29,GOOD,True
12756,1253,5081.0,EV Charger,ELECTRICAL,2006-04-21,2009-11-04,FAIR,True
12757,1253,,Sports Field Fence #2,FENCING,2009-08-03,2010-11-04,POOR,True
12758,1253,,Bus Bay #1,CAR_PARK,2011-11-16,2015-06-15,POOR,True
12759,1253,,Utility Vehicle,VEHICLE,2007-10-08,2009-11-11,FAIR,True
12760,1253,,Perimeter Fence - South #2,FENCING,2006-09-27,2007-11-28,FAIR,True
12761,1253,,School Bus,VEHICLE,2013-11-19,2014-04-23,POOR,True
12762,1253,,Long Jump Pit #3,SPORTS_EQUIPMENT,2009-04-17,2012-12-29,POOR,True
12763,1253,5088.0,CNC Router #4,MACHINERY,2012-08-03,2013-07-15,FAIR,True
12764,1253,5086.0,Boiler,HVAC,2015-09-14,2016-01-28,POOR,True
12765,1253,,Main Block Roof #1,ROOFING,2012-10-18,2016-08-25,POOR,True
12766,1253,,School Van,VEHICLE,2013-03-22,2017-03-03,POOR,True
12767,1254,,Swimming Pool,SPORTS_EQUIPMENT,2014-06-28,2016-12-29,FAIR,True
12768,1254,,Secondary Bus Stop #4,BUS_STOP,2016-02-09,2020-11-30,FAIR,True
12769,1254,,Main Block Roof,ROOFING,2019-07-23,2020-11-03,FAIR,True
12770,1254,5091.0,Heat Pump Unit,HVAC,2013-08-25,2015-10-03,POOR,True
12771,1254,5090.0,Table Saw #2,MACHINERY,2010-04-18,2011-12-15,FAIR,True
12772,1254,,Climbing Frame #3,PLAYGROUND,2006-09-30,2011-05-07,GOOD,True
12773,1254,5090.0,Workshop Lathe,MACHINERY,2005-03-05,2006-02-21,FAIR,True
12774,1254,5091.0,Ventilation System,HVAC,2021-12-11,2022-10-24,GOOD,True
12775,1254,,Pool Fence #3,FENCING,2007-07-08,2010-05-22,POOR,True
12776,1254,,Flying Fox,PLAYGROUND,2012-01-28,2013-02-25,GOOD,True
12777,1254,,Junior Playground #2,PLAYGROUND,2012-12-10,2015-06-12,FAIR,True
12778,1254,5090.0,Boiler,HVAC,2012-06-09,2015-03-05,FAIR,True
12779,1254,5091.0,Emergency Lighting,ELECTRICAL,2006-02-28,2006-10-15,GOOD,True
12780,1254,5089.0,Heat Pump Unit #1,HVAC,2022-04-08,2024-10-22,FAIR,True
12781,1254,,Bus Bay #2,CAR_PARK,2006-07-09,2008-03-31,POOR,True
12782,1254,,Swimming Pool #1,SPORTS_EQUIPMENT,2009-07-17,2011-02-19,GOOD,True
12783,1255,5096.0,Heat Pump Unit,HVAC,2018-07-23,2022-03-06,POOR,True
12784,1255,5099.0,Heat Pump Unit #2,HVAC,2019-01-01,2019-10-09,FAIR,True
12785,1255,5096.0,Drill Press,MACHINERY,2019-03-12,2023-05-05,GOOD,True
12786,1255,,Line Marker #2,GROUNDS_EQUIPMENT,2007-03-30,2012-02-18,POOR,True
12787,1255,,Sports Field Fence #1,FENCING,2008-05-08,2013-03-18,GOOD,True
12788,1255,5099.0,EV Charger,ELECTRICAL,2006-06-10,2007-02-27,GOOD,True
12789,1255,5098.0,Ventilation System,HVAC,2014-04-18,2014-11-03,FAIR,True
12790,1255,5100.0,Emergency Lighting #3,ELECTRICAL,2021-06-07,2024-10-29,POOR,True
12791,1255,,Staff Car Park #2,CAR_PARK,2013-09-06,2016-08-15,GOOD,True
12792,1255,5096.0,Band Saw,MACHINERY,2013-04-09,2014-04-22,POOR,True
12793,1255,,Basketball Hoops,SPORTS_EQUIPMENT,2007-09-27,2009-09-12,POOR,True
12794,1255,5102.0,Emergency Lighting #3,ELECTRICAL,2017-11-14,2020-07-09,FAIR,True
12795,1255,,Netball Courts,SPORTS_EQUIPMENT,2019-06-23,2020-11-08,FAIR,True
12796,1255,,Utility Vehicle #1,VEHICLE,2005-02-24,2008-11-19,FAIR,True
12797,1255,5097.0,Drill Press #1,MACHINERY,2013-05-07,2016-02-27,POOR,True
12798,1255,,School Van,VEHICLE,2019-07-03,2021-11-19,FAIR,True
12799,1255,5101.0,Drill Press #3,MACHINERY,2008-05-31,2009-05-27,GOOD,True
12800,1255,,Utility Vehicle,VEHICLE,2018-03-12,2021-11-05,FAIR,True
12801,1255,,Main Bus Stop #2,BUS_STOP,2022-09-17,2023-03-08,POOR,True
12802,1255,,Gym Roof,ROOFING,2015-10-14,2020-05-07,GOOD,True
12803,1255,5098.0,Generator,ELECTRICAL,2005-05-17,2007-04-09,FAIR,True
12804,1255,,Perimeter Fence - South,FENCING,2015-09-08,2016-03-21,POOR,True
12805,1256,5108.0,Boiler #3,HVAC,2007-10-29,2011-07-13,FAIR,True
12806,1256,5111.0,Air Conditioning Unit #2,HVAC,2005-10-07,2007-11-14,POOR,True
12807,1256,5112.0,Solar Panel Array #4,ELECTRICAL,2007-01-25,2011-03-30,GOOD,True
12808,1256,5109.0,Table Saw #3,MACHINERY,2009-07-02,2013-12-04,CRITICAL,False
12809,1256,5115.0,Table Saw #2,MACHINERY,2014-11-10,2017-10-23,FAIR,True
12810,1256,,Chainsaw,GROUNDS_EQUIPMENT,2020-11-01,2023-03-19,GOOD,True
12811,1256,,Adventure Playground,PLAYGROUND,2005-06-02,2006-08-05,GOOD,True
12812,1256,5109.0,Main Switchboard #4,ELECTRICAL,2022-05-09,2024-10-02,POOR,True
12813,1256,5106.0,Air Conditioning Unit #4,HVAC,2019-10-03,2023-05-06,FAIR,True
12814,1256,,Swimming Pool #3,SPORTS_EQUIPMENT,2011-05-25,2015-12-07,POOR,True
12815,1256,5114.0,3D Printer #2,MACHINERY,2022-02-27,2025-01-14,POOR,True
12816,1256,,Perimeter Fence - North,FENCING,2009-12-13,2013-12-21,FAIR,True
12817,1256,,Kiss and Ride Zone,BUS_STOP,2006-11-06,2009-02-27,POOR,True
12818,1256,,Perimeter Fence - North #2,FENCING,2013-07-20,2016-08-21,GOOD,True
12819,1256,,School Bus,VEHICLE,2013-11-27,2018-08-26,GOOD,True
12820,1256,5115.0,EV Charger #3,ELECTRICAL,2020-09-26,2023-06-04,POOR,True
12821,1256,5115.0,Emergency Lighting,ELECTRICAL,2021-10-10,2024-01-14,GOOD,True
12822,1256,,Staff Car Park #1,CAR_PARK,2021-12-30,2023-10-11,GOOD,True
12823,1256,,Bus Bay,CAR_PARK,2011-06-15,2014-05-14,POOR,True
12824,1256,,Chainsaw #2,GROUNDS_EQUIPMENT,2006-10-09,2007-05-26,POOR,True
12825,1256,5111.0,Ventilation System #4,HVAC,2016-09-30,2021-03-22,GOOD,True
12826,1256,5112.0,Ventilation System,HVAC,2006-07-05,2009-10-07,POOR,True
12827,1256,,School Van,VEHICLE,2006-10-12,2010-05-08,POOR,True
12828,1256,5106.0,Band Saw #2,MACHINERY,2005-10-05,2010-05-09,POOR,True
12829,1256,,Basketball Hoops,SPORTS_EQUIPMENT,2014-06-20,2016-04-16,FAIR,True
12830,1256,5107.0,Workshop Lathe,MACHINERY,2005-07-20,2009-10-20,FAIR,True
12831,1256,5107.0,Table Saw #3,MACHINERY,2017-09-28,2018-12-25,GOOD,True
12832,1256,,Adventure Playground #1,PLAYGROUND,2006-03-28,2008-06-14,GOOD,True
12833,1256,,Kiss and Ride Zone #2,BUS_STOP,2012-02-19,2014-01-05,FAIR,True
12834,1256,,Library Roof #1,ROOFING,2009-02-24,2012-02-10,FAIR,True
12835,1257,,Kiss and Ride Zone,BUS_STOP,2016-08-28,2018-12-04,GOOD,True
12836,1257,,Main Bus Stop #3,BUS_STOP,2007-06-15,2009-06-05,POOR,True
12837,1257,,Pool Fence,FENCING,2007-06-30,2010-07-01,FAIR,True
12838,1257,5123.0,EV Charger,ELECTRICAL,2007-07-12,2012-01-13,FAIR,True
12839,1257,5116.0,Ventilation System #2,HVAC,2006-01-02,2010-03-17,GOOD,True
12840,1257,,Gym Roof #4,ROOFING,2022-06-12,2023-03-09,FAIR,True
12841,1257,5118.0,EV Charger #2,ELECTRICAL,2006-10-12,2009-06-04,FAIR,True
12842,1257,5118.0,Heat Pump Unit #3,HVAC,2022-04-28,2024-07-24,GOOD,True
12843,1257,,Junior Playground #4,PLAYGROUND,2014-11-26,2016-10-09,GOOD,True
12844,1257,,Swing Set #2,PLAYGROUND,2010-10-04,2013-04-23,POOR,True
12845,1257,5116.0,Central Heating System #3,HVAC,2009-04-17,2011-04-07,FAIR,True
12846,1257,,Secondary Bus Stop,BUS_STOP,2008-12-19,2011-04-29,FAIR,True
12847,1257,,Secondary Bus Stop #3,BUS_STOP,2018-07-13,2022-01-02,FAIR,True
12848,1257,,Lawn Mower #1,GROUNDS_EQUIPMENT,2015-11-19,2016-07-24,GOOD,True
12849,1257,,Pool Fence #1,FENCING,2017-06-20,2020-08-29,FAIR,True
12850,1257,,Adventure Playground,PLAYGROUND,2016-08-03,2019-05-01,FAIR,True
12851,1257,5121.0,Workshop Lathe,MACHINERY,2011-07-25,2012-08-25,POOR,True
12852,1257,5122.0,Air Conditioning Unit #4,HVAC,2014-08-19,2015-11-18,GOOD,True
12853,1257,,School Bus,VEHICLE,2006-01-21,2006-06-02,FAIR,True
12854,1257,,Lawn Mower #3,GROUNDS_EQUIPMENT,2007-10-26,2009-02-02,GOOD,True
12855,1257,,Adventure Playground #3,PLAYGROUND,2015-04-12,2017-09-20,POOR,True
12856,1257,,Main Bus Stop,BUS_STOP,2008-12-13,2012-02-28,FAIR,True
12857,1257,5117.0,Main Switchboard #1,ELECTRICAL,2008-08-03,2009-04-22,GOOD,True
12858,1257,,Kiss and Ride Zone,BUS_STOP,2007-03-30,2010-01-06,GOOD,True
12859,1257,5117.0,Ventilation System #1,HVAC,2010-12-01,2012-03-22,FAIR,True
12860,1257,5120.0,EV Charger,ELECTRICAL,2016-09-02,2017-08-12,FAIR,True
12861,1257,5120.0,Heat Pump Unit #1,HVAC,2009-11-04,2010-05-06,FAIR,True
12862,1258,5131.0,Workshop Lathe,MACHINERY,2013-08-07,2013-11-16,POOR,True
12863,1258,,Perimeter Fence - South,FENCING,2006-05-27,2006-12-08,GOOD,True
12864,1258,,Perimeter Fence - South #1,FENCING,2007-08-14,2008-12-11,GOOD,True
12865,1258,5128.0,Central Heating System,HVAC,2019-12-03,2023-11-09,GOOD,True
12866,1258,5129.0,Solar Panel Array,ELECTRICAL,2013-11-19,2015-09-19,GOOD,True
12867,1258,,Secondary Bus Stop,BUS_STOP,2018-01-31,2020-10-21,FAIR,True
12868,1258,5124.0,Heat Pump Unit #1,HVAC,2017-11-04,2020-09-14,FAIR,True
12869,1258,,Flying Fox #3,PLAYGROUND,2006-10-09,2007-09-07,GOOD,True
12870,1258,,Netball Courts,SPORTS_EQUIPMENT,2012-11-11,2015-08-31,GOOD,True
12871,1258,,Hall Roof,ROOFING,2021-04-11,2022-11-09,GOOD,True
12872,1258,,Pressure Washer #2,GROUNDS_EQUIPMENT,2013-12-01,2014-07-02,FAIR,True
12873,1258,5129.0,Boiler,HVAC,2005-10-11,2010-09-11,FAIR,True
12874,1258,,Lawn Mower,GROUNDS_EQUIPMENT,2019-12-17,2022-02-08,FAIR,True
12875,1258,5126.0,Emergency Lighting #3,ELECTRICAL,2020-10-18,2023-11-23,POOR,True
12876,1258,5128.0,Main Switchboard,ELECTRICAL,2011-02-08,2014-09-29,FAIR,True
12877,1258,5126.0,EV Charger,ELECTRICAL,2006-07-13,2009-11-22,FAIR,True
12878,1258,,Visitor Car Park #2,CAR_PARK,2014-07-20,2018-06-03,FAIR,True
12879,1258,5131.0,CNC Router #1,MACHINERY,2019-05-06,2021-10-29,GOOD,True
12880,1258,,Lawn Mower,GROUNDS_EQUIPMENT,2020-07-02,2021-03-25,POOR,True
12881,1258,,Bus Bay #2,CAR_PARK,2020-07-17,2022-05-11,GOOD,True
12882,1259,,Junior Playground #1,PLAYGROUND,2010-04-02,2011-03-21,GOOD,True
12883,1259,,School Van,VEHICLE,2021-03-22,2025-05-27,FAIR,True
12884,1259,,Swing Set,PLAYGROUND,2016-12-16,2019-07-20,GOOD,True
12885,1259,,Library Roof,ROOFING,2006-04-17,2009-10-09,POOR,True
12886,1259,5135.0,Central Heating System #1,HVAC,2006-02-19,2009-01-18,FAIR,True
12887,1259,5135.0,Table Saw,MACHINERY,2013-02-10,2015-05-15,GOOD,True
12888,1259,,Flying Fox,PLAYGROUND,2020-02-26,2020-12-22,FAIR,True
12889,1259,,Leaf Blower,GROUNDS_EQUIPMENT,2009-09-11,2013-03-24,FAIR,True
12890,1259,5136.0,EV Charger,ELECTRICAL,2013-10-26,2015-12-14,GOOD,True
12891,1259,,Utility Vehicle,VEHICLE,2018-09-03,2020-10-14,POOR,True
12892,1259,5132.0,Table Saw #1,MACHINERY,2022-04-14,2022-08-24,FAIR,True
12893,1259,,Leaf Blower #3,GROUNDS_EQUIPMENT,2021-07-15,2024-08-18,GOOD,True
12894,1259,,Bus Bay #3,CAR_PARK,2019-04-18,2023-04-04,FAIR,True
12895,1259,5132.0,Solar Panel Array,ELECTRICAL,2020-11-09,2025-05-24,FAIR,True
12896,1260,5143.0,Boiler,HVAC,2015-10-19,2020-09-13,POOR,True
12897,1260,,Cricket Nets #3,SPORTS_EQUIPMENT,2006-01-09,2009-03-27,GOOD,True
12898,1260,,Staff Car Park #3,CAR_PARK,2017-07-30,2019-03-17,POOR,True
12899,1260,,Hedge Trimmer #2,GROUNDS_EQUIPMENT,2011-12-16,2012-05-03,POOR,True
12900,1260,5142.0,CNC Router #2,MACHINERY,2019-11-20,2022-03-25,FAIR,True
12901,1260,,Visitor Car Park #4,CAR_PARK,2020-04-03,2023-08-13,POOR,True
12902,1260,,Main Block Roof #4,ROOFING,2009-08-13,2013-01-04,GOOD,True
12903,1260,,Tennis Court #4,SPORTS_EQUIPMENT,2014-04-06,2018-11-27,FAIR,True
12904,1260,,Perimeter Fence - South #3,FENCING,2013-07-27,2014-08-03,GOOD,True
12905,1260,,Junior Playground #1,PLAYGROUND,2006-05-07,2006-09-10,POOR,True
12906,1260,5145.0,Heat Pump Unit,HVAC,2019-11-28,2021-11-17,POOR,True
12907,1260,,Hedge Trimmer,GROUNDS_EQUIPMENT,2013-07-19,2017-04-03,GOOD,True
12908,1260,,School Bus #3,VEHICLE,2014-04-29,2017-02-15,CRITICAL,True
12909,1261,,Pressure Washer,GROUNDS_EQUIPMENT,2013-06-30,2015-05-31,POOR,True
12910,1261,,School Van,VEHICLE,2010-08-04,2013-11-25,FAIR,True
12911,1261,5150.0,Boiler #1,HVAC,2014-08-23,2018-12-07,GOOD,True
12912,1261,,Long Jump Pit #2,SPORTS_EQUIPMENT,2018-05-04,2021-07-30,GOOD,True
12913,1261,,Sports Field Fence,FENCING,2017-02-03,2020-05-22,GOOD,True
12914,1261,5148.0,Workshop Lathe,MACHINERY,2010-11-18,2015-08-02,FAIR,True
12915,1261,,Staff Car Park #2,CAR_PARK,2008-04-03,2008-12-21,FAIR,True
12916,1261,5147.0,EV Charger,ELECTRICAL,2012-07-27,2013-01-22,POOR,True
12917,1261,,Hall Roof #1,ROOFING,2018-12-15,2020-02-11,FAIR,True
12918,1261,,Flying Fox,PLAYGROUND,2021-01-27,2023-02-13,FAIR,True
12919,1261,5151.0,Table Saw,MACHINERY,2013-12-09,2018-08-17,POOR,True
12920,1261,5146.0,EV Charger,ELECTRICAL,2013-01-31,2017-08-04,FAIR,True
12921,1261,5147.0,Workshop Lathe #4,MACHINERY,2012-11-10,2015-02-06,FAIR,True
12922,1261,,Long Jump Pit,SPORTS_EQUIPMENT,2018-11-07,2022-09-08,GOOD,True
12923,1261,,Bus Bay,CAR_PARK,2016-05-22,2017-11-17,GOOD,True
12924,1261,,Perimeter Fence - South,FENCING,2020-06-13,2023-09-22,GOOD,True
12925,1261,,Staff Car Park #3,CAR_PARK,2020-08-05,2021-03-09,GOOD,True
12926,1261,5147.0,Air Conditioning Unit #4,HVAC,2010-10-14,2014-06-13,CRITICAL,False
12927,1261,5150.0,Solar Panel Array #1,ELECTRICAL,2011-07-09,2013-12-11,GOOD,True
12928,1261,,Chainsaw #2,GROUNDS_EQUIPMENT,2010-08-13,2013-06-27,FAIR,True
12929,1262,5155.0,Air Conditioning Unit,HVAC,2009-05-23,2013-01-20,POOR,True
12930,1262,5154.0,3D Printer #1,MACHINERY,2013-11-14,2017-09-20,GOOD,True
12931,1262,5157.0,Generator #3,ELECTRICAL,2011-08-30,2016-05-03,GOOD,True
12932,1262,5155.0,Solar Panel Array #2,ELECTRICAL,2008-10-25,2010-07-16,FAIR,True
12933,1262,,School Van,VEHICLE,2019-03-11,2022-10-27,GOOD,True
12934,1262,,Adventure Playground,PLAYGROUND,2021-09-18,2024-11-12,POOR,True
12935,1262,5155.0,Drill Press #2,MACHINERY,2013-10-16,2016-06-24,FAIR,True
12936,1262,5153.0,Ventilation System,HVAC,2008-10-03,2012-02-18,GOOD,True
12937,1262,,Hall Roof #2,ROOFING,2016-06-27,2020-05-18,FAIR,True
12938,1262,5154.0,Band Saw,MACHINERY,2018-06-19,2018-12-09,FAIR,True
12939,1262,,School Bus #1,VEHICLE,2013-02-15,2015-05-02,POOR,True
12940,1262,,School Van,VEHICLE,2006-05-24,2010-05-03,GOOD,True
12941,1262,,Swing Set #4,PLAYGROUND,2012-03-19,2013-03-25,GOOD,True
12942,1262,,School Van,VEHICLE,2018-06-23,2019-02-07,POOR,True
12943,1262,,Secondary Bus Stop #1,BUS_STOP,2008-10-21,2011-01-03,FAIR,True
12944,1263,,Flying Fox #1,PLAYGROUND,2019-08-26,2020-03-15,FAIR,True
12945,1263,5159.0,Workshop Lathe,MACHINERY,2019-10-30,2020-11-10,GOOD,True
12946,1263,,Hall Roof,ROOFING,2009-02-14,2010-02-11,FAIR,True
12947,1263,,Ride-on Mower #1,VEHICLE,2006-09-29,2008-08-09,FAIR,True
12948,1263,,Utility Vehicle,VEHICLE,2009-09-27,2013-06-06,FAIR,True
12949,1263,,Chainsaw,GROUNDS_EQUIPMENT,2016-05-23,2019-08-28,FAIR,True
12950,1263,,Secondary Bus Stop,BUS_STOP,2010-09-07,2011-08-03,POOR,True
12951,1263,,Adventure Playground #3,PLAYGROUND,2016-05-22,2021-02-04,FAIR,True
12952,1263,,Leaf Blower,GROUNDS_EQUIPMENT,2007-10-18,2012-07-12,GOOD,True
12953,1263,,Tennis Court,SPORTS_EQUIPMENT,2016-11-30,2020-07-30,GOOD,True
12954,1263,,Flying Fox,PLAYGROUND,2014-09-25,2017-04-01,GOOD,True
12955,1263,,Main Bus Stop #1,BUS_STOP,2006-07-05,2008-01-27,GOOD,True
12956,1264,,Library Roof,ROOFING,2005-09-18,2007-09-20,GOOD,True
12957,1264,,Utility Vehicle,VEHICLE,2006-12-28,2007-12-24,GOOD,True
12958,1264,5165.0,Ventilation System,HVAC,2020-10-24,2024-03-27,GOOD,True
12959,1264,,Perimeter Fence - North,FENCING,2006-01-20,2008-04-26,POOR,True
12960,1264,,Climbing Frame,PLAYGROUND,2007-08-25,2008-09-17,POOR,True
12961,1264,,Swimming Pool #2,SPORTS_EQUIPMENT,2010-04-21,2012-09-06,GOOD,True
12962,1264,,Climbing Frame #4,PLAYGROUND,2016-03-17,2018-07-14,FAIR,True
12963,1264,5166.0,Ventilation System #3,HVAC,2008-11-04,2012-09-20,FAIR,True
12964,1264,5167.0,Workshop Lathe,MACHINERY,2021-01-16,2023-12-29,GOOD,True
12965,1265,,Ride-on Mower #3,VEHICLE,2009-03-16,2011-09-12,CRITICAL,False
12966,1265,5177.0,Band Saw #2,MACHINERY,2011-10-09,2014-10-17,GOOD,True
