hazard_id,site_id,building_id,asset_id,hazard_type,hazard_category,description,location_description,risk_level,status,identified_date,identified_by_assessment_id,identified_by_inspection_id,control_measures
19970,854,,,PHYSICAL,PLAYGROUND,Rusted bolt on swing frame,School grounds,HIGH,ELIMINATED,2021-03-24,5635.0,,Controls applied as per action plan
19971,854,3971.0,,ELECTRICAL,ELECTRICAL,Overhead power lines within reach of tree growth,Block A,MEDIUM,CONTROLLED,2021-03-24,5635.0,,Controls applied as per action plan
19972,854,,,CHEMICAL,ASBESTOS,Suspected ACM in ceiling tiles of near the car park (pre-1990 construction),School grounds,MEDIUM,CONTROLLED,2021-03-24,5635.0,,Controls applied as per action plan
19973,854,,9921.0,ENVIRONMENTAL,SLIP_TRIP_FALL,Uneven paving stones near the northern boundary creating trip hazard,School grounds,HIGH,OPEN,2021-09-14,5636.0,,
19974,854,3971.0,,PHYSICAL,WEATHER,Ponding water near Block A after rainfall,Block A,LOW,CONTROLLED,2021-09-14,5636.0,,Controls applied as per action plan
19975,854,3973.0,,BIOLOGICAL,MACHINERY,Missing guard on equipment in Sports Amenities,Sports Amenities,HIGH,OPEN,2022-03-14,5637.0,,
19976,854,3971.0,,STRUCTURAL,MACHINERY,Missing guard on equipment in Block A,Block A,MEDIUM,MONITORING,2022-03-14,5637.0,,Controls applied as per action plan
19977,854,3971.0,,ERGONOMIC,ELECTRICAL,Worn cable on portable equipment in Block A,Block A,MEDIUM,ELIMINATED,2022-03-14,5637.0,,Controls applied as per action plan
19978,854,,,ENVIRONMENTAL,SLIP_TRIP_FALL,Worn carpet edge in the northern boundary creating trip point,School grounds,LOW,ELIMINATED,2022-09-25,5638.0,,Controls applied as per action plan
19979,854,,,PHYSICAL,SLIP_TRIP_FALL,Uneven paving stones near the northern boundary creating trip hazard,School grounds,MEDIUM,ELIMINATED,2022-09-25,5638.0,,Controls applied as per action plan
19980,854,,,CHEMICAL,ELECTRICAL,Overhead power lines within reach of tree growth,School grounds,LOW,ELIMINATED,2022-09-25,5638.0,,Controls applied as per action plan
19981,854,,,ERGONOMIC,PLAYGROUND,Worn impact-absorbing surface below climbing frame,School grounds,HIGH,MONITORING,2023-03-03,5639.0,,Controls applied as per action plan
19982,854,,,PHYSICAL,WATER,Stormwater drain cover missing near playground,School grounds,LOW,MONITORING,2023-03-03,5639.0,,Controls applied as per action plan
19983,854,,,ERGONOMIC,SLIP_TRIP_FALL,Algae growth on pathway near the main entrance making surface slippery in wet conditions,School grounds,MEDIUM,OPEN,2023-03-03,5639.0,,
19984,854,,,ENVIRONMENTAL,FALLING_OBJECTS,Loose guttering on near the car park at risk of falling in high winds,School grounds,LOW,ELIMINATED,2023-09-26,5640.0,,Controls applied as per action plan
19985,854,,,ENVIRONMENTAL,SLIP_TRIP_FALL,Worn carpet edge in the sports field perimeter creating trip point,School grounds,MEDIUM,OPEN,2024-03-16,5641.0,,
19986,854,,,ELECTRICAL,WEATHER,Wind exposure to portable buildings near the northern boundary,School grounds,MEDIUM,CONTROLLED,2024-03-16,5641.0,,Controls applied as per action plan
19987,854,,9928.0,ENVIRONMENTAL,SLIP_TRIP_FALL,Algae growth on pathway near the main entrance making surface slippery in wet conditions,School grounds,MEDIUM,ELIMINATED,2024-03-16,5641.0,,Controls applied as per action plan
19988,854,3972.0,,PHYSICAL,MACHINERY,Missing guard on equipment in Main Office,Main Office,CRITICAL,MONITORING,2024-09-17,5642.0,,Controls applied as per action plan
19989,854,,9921.0,ENVIRONMENTAL,TREES,Unstable tree identified near the sports field perimeter boundary,School grounds,LOW,OPEN,2024-09-17,5642.0,,
19990,854,,,ENVIRONMENTAL,TREES,Large tree root lifting pathway surface,School grounds,MEDIUM,MONITORING,2024-09-17,5642.0,,Controls applied as per action plan
19991,854,3973.0,,PHYSICAL,ASBESTOS,Asbestos register requires update for recent renovations,Sports Amenities,LOW,OPEN,2025-03-16,5643.0,,
19992,854,3971.0,,STRUCTURAL,SLIP_TRIP_FALL,Worn carpet edge in Block A creating trip point,Block A,HIGH,CONTROLLED,2025-03-16,5643.0,,Controls applied as per action plan
19993,854,3973.0,,BIOLOGICAL,TREES,Large tree root lifting pathway surface,Sports Amenities,MEDIUM,CONTROLLED,2025-03-16,5643.0,,Controls applied as per action plan
19994,854,,9929.0,ENVIRONMENTAL,PLAYGROUND,Worn impact-absorbing surface below climbing frame,School grounds,MEDIUM,OPEN,2025-03-16,5643.0,,
19995,854,,,BIOLOGICAL,SLIP_TRIP_FALL,Uneven paving stones near near the car park creating trip hazard,School grounds,MEDIUM,CONTROLLED,2020-02-01,,5468.0,Controls applied as per action plan
19996,854,,,PHYSICAL,TREES,Dead branch overhanging walkway near near the car park,School grounds,LOW,CONTROLLED,2020-02-01,,5468.0,Controls applied as per action plan
19997,854,,,BIOLOGICAL,TRAFFIC,No speed limit signage in school grounds,School grounds,MEDIUM,CONTROLLED,2020-03-18,,5469.0,Controls applied as per action plan
19998,854,3973.0,,ENVIRONMENTAL,SLIP_TRIP_FALL,Uneven paving stones near Sports Amenities creating trip hazard,Sports Amenities,MEDIUM,ELIMINATED,2020-03-18,,5469.0,Controls applied as per action plan
19999,854,,,BIOLOGICAL,HEIGHTS,Inadequate ladder storage and inspection regime,School grounds,LOW,MONITORING,2020-03-18,,5469.0,Controls applied as per action plan
20000,854,3973.0,,CHEMICAL,PLAYGROUND,Rusted bolt on swing frame,Sports Amenities,HIGH,MONITORING,2022-02-04,,5471.0,Controls applied as per action plan
20001,854,3972.0,,BIOLOGICAL,WEATHER,Ponding water near Main Office after rainfall,Main Office,MEDIUM,CONTROLLED,2022-02-04,,5471.0,Controls applied as per action plan
20002,854,3971.0,,ENVIRONMENTAL,WATER,Flooding risk to Block A from blocked drain,Block A,LOW,CONTROLLED,2023-11-21,,5472.0,Controls applied as per action plan
20003,854,3972.0,,ENVIRONMENTAL,TREES,Large tree root lifting pathway surface,Main Office,HIGH,ELIMINATED,2023-11-21,,5472.0,Controls applied as per action plan
20004,854,3973.0,,PHYSICAL,WEATHER,Ice formation on north-facing pathways in winter,Sports Amenities,MEDIUM,ELIMINATED,2023-11-21,,5472.0,Controls applied as per action plan
20005,854,,,CHEMICAL,PLAYGROUND,Rusted bolt on swing frame,School grounds,LOW,CONTROLLED,2023-04-22,,5473.0,Controls applied as per action plan
20006,854,,,STRUCTURAL,SLIP_TRIP_FALL,Algae growth on pathway near the main entrance making surface slippery in wet conditions,School grounds,HIGH,CONTROLLED,2023-04-22,,5473.0,Controls applied as per action plan
20007,854,,,PHYSICAL,ELECTRICAL,Worn cable on portable equipment in adjacent to the playground,School grounds,HIGH,ELIMINATED,2023-04-22,,5473.0,Controls applied as per action plan
20008,854,,,PHYSICAL,WEATHER,Ponding water near near the car park after rainfall,School grounds,LOW,OPEN,2024-08-08,,5475.0,
20009,854,,,STRUCTURAL,TREES,Large tree root lifting pathway surface,School grounds,LOW,MONITORING,2024-08-08,,5475.0,Controls applied as per action plan
20010,871,,,ENVIRONMENTAL,WATER,Flooding risk to the main entrance from blocked drain,School grounds,MEDIUM,CONTROLLED,2020-03-08,5644.0,,Controls applied as per action plan
20011,871,3977.0,,PHYSICAL,PLAYGROUND,Worn impact-absorbing surface below climbing frame,Wood Workshop,MEDIUM,ELIMINATED,2020-03-08,5644.0,,Controls applied as per action plan
20012,871,,,ENVIRONMENTAL,WEATHER,Wind exposure to portable buildings near near the car park,School grounds,LOW,OPEN,2020-03-08,5644.0,,
20013,871,,9942.0,PHYSICAL,FALLING_OBJECTS,Loose guttering on the main entrance at risk of falling in high winds,School grounds,LOW,ELIMINATED,2020-09-27,5645.0,,Controls applied as per action plan
20014,871,,,ELECTRICAL,TRAFFIC,Inadequate separation between pedestrians and vehicles in drop-off zone,School grounds,MEDIUM,CONTROLLED,2021-09-16,5647.0,,Controls applied as per action plan
20015,871,3978.0,,ENVIRONMENTAL,MACHINERY,Inadequate lockout procedure for machinery in Changing Rooms,Changing Rooms,HIGH,ELIMINATED,2021-09-16,5647.0,,Controls applied as per action plan
20016,871,,,STRUCTURAL,WATER,Flooding risk to the sports field perimeter from blocked drain,School grounds,HIGH,CONTROLLED,2021-09-16,5647.0,,Controls applied as per action plan
20017,871,,,ERGONOMIC,TRAFFIC,Poor visibility at car park exit due to vegetation,School grounds,MEDIUM,CONTROLLED,2021-09-16,5647.0,,Controls applied as per action plan
20018,871,3974.0,,ENVIRONMENTAL,FALLING_OBJECTS,Unsecured items stored at height in Science Block,Science Block,MEDIUM,CONTROLLED,2022-03-18,5648.0,,Controls applied as per action plan
20019,871,,9943.0,PHYSICAL,SLIP_TRIP_FALL,Uneven paving stones near the main entrance creating trip hazard,School grounds,HIGH,CONTROLLED,2022-03-18,5648.0,,Controls applied as per action plan
20020,871,,9943.0,CHEMICAL,FALLING_OBJECTS,Unsecured items stored at height in near the car park,School grounds,HIGH,ELIMINATED,2022-09-25,5649.0,,Controls applied as per action plan
20021,871,3976.0,,ENVIRONMENTAL,SLIP_TRIP_FALL,Worn carpet edge in Senior Toilets creating trip point,Senior Toilets,LOW,OPEN,2022-09-25,5649.0,,
20022,871,,,ENVIRONMENTAL,MACHINERY,Inadequate lockout procedure for machinery in the northern boundary,School grounds,HIGH,MONITORING,2022-09-25,5649.0,,Controls applied as per action plan
20023,871,,,ERGONOMIC,SLIP_TRIP_FALL,Worn carpet edge in adjacent to the playground creating trip point,School grounds,CRITICAL,CONTROLLED,2022-09-25,5649.0,,Controls applied as per action plan
20024,871,3978.0,,PHYSICAL,WEATHER,Wind exposure to portable buildings near Changing Rooms,Changing Rooms,LOW,ELIMINATED,2023-03-18,5650.0,,Controls applied as per action plan
20025,871,,9934.0,ENVIRONMENTAL,HEIGHTS,Inadequate ladder storage and inspection regime,School grounds,MEDIUM,ELIMINATED,2023-03-18,5650.0,,Controls applied as per action plan
20026,871,3975.0,,ENVIRONMENTAL,TREES,Dead branch overhanging walkway near Main Office,Main Office,LOW,ELIMINATED,2023-03-18,5650.0,,Controls applied as per action plan
20027,871,,,ELECTRICAL,TREES,Large tree root lifting pathway surface,School grounds,MEDIUM,ELIMINATED,2023-03-18,5650.0,,Controls applied as per action plan
20028,871,,,ELECTRICAL,SLIP_TRIP_FALL,Worn carpet edge in the northern boundary creating trip point,School grounds,MEDIUM,MONITORING,2025-03-19,5654.0,,Controls applied as per action plan
20029,871,3976.0,,PHYSICAL,SLIP_TRIP_FALL,Worn carpet edge in Senior Toilets creating trip point,Senior Toilets,HIGH,MONITORING,2025-03-19,5654.0,,Controls applied as per action plan
20030,871,,,PHYSICAL,ELECTRICAL,Worn cable on portable equipment in the northern boundary,School grounds,MEDIUM,OPEN,2020-06-27,,5477.0,
20031,871,,9941.0,PHYSICAL,SLIP_TRIP_FALL,Worn carpet edge in near the car park creating trip point,School grounds,CRITICAL,CONTROLLED,2020-06-27,,5477.0,Controls applied as per action plan
20032,871,,9940.0,CHEMICAL,FALLING_OBJECTS,Deteriorating fascia boards above the northern boundary walkway,School grounds,MEDIUM,CONTROLLED,2020-06-27,,5477.0,Controls applied as per action plan
20033,871,,,BIOLOGICAL,TRAFFIC,No speed limit signage in school grounds,School grounds,MEDIUM,CONTROLLED,2020-04-20,,5479.0,Controls applied as per action plan
20034,871,,,ERGONOMIC,SLIP_TRIP_FALL,Algae growth on pathway near the sports field perimeter making surface slippery in wet conditions,School grounds,HIGH,OPEN,2020-04-20,,5479.0,
20035,871,3975.0,,ELECTRICAL,WEATHER,Ponding water near Main Office after rainfall,Main Office,LOW,ELIMINATED,2021-06-26,,5480.0,Controls applied as per action plan
20036,871,,9940.0,STRUCTURAL,FALLING_OBJECTS,Loose guttering on near the car park at risk of falling in high winds,School grounds,LOW,ELIMINATED,2021-06-26,,5480.0,Controls applied as per action plan
20037,871,3975.0,,STRUCTURAL,PLAYGROUND,Gap in playground fencing allowing access to road,Main Office,HIGH,MONITORING,2021-06-26,,5480.0,Controls applied as per action plan
20038,871,,,STRUCTURAL,SLIP_TRIP_FALL,Worn carpet edge in the northern boundary creating trip point,School grounds,HIGH,CONTROLLED,2021-03-13,,5481.0,Controls applied as per action plan
20039,871,,9937.0,ERGONOMIC,PLAYGROUND,Rusted bolt on swing frame,School grounds,LOW,CONTROLLED,2021-03-13,,5481.0,Controls applied as per action plan
20040,871,,,ENVIRONMENTAL,WEATHER,Ice formation on north-facing pathways in winter,School grounds,LOW,ELIMINATED,2021-08-24,,5482.0,Controls applied as per action plan
20041,871,,9940.0,STRUCTURAL,SLIP_TRIP_FALL,Algae growth on pathway near the sports field perimeter making surface slippery in wet conditions,School grounds,MEDIUM,OPEN,2021-08-24,,5482.0,
20042,871,,,ENVIRONMENTAL,TRAFFIC,Inadequate separation between pedestrians and vehicles in drop-off zone,School grounds,MEDIUM,OPEN,2022-06-24,,5483.0,
20043,871,3977.0,,PHYSICAL,TRAFFIC,No speed limit signage in school grounds,Wood Workshop,LOW,ELIMINATED,2023-02-02,,5484.0,Controls applied as per action plan
20044,871,3978.0,,PHYSICAL,ELECTRICAL,Damaged power point cover in Changing Rooms,Changing Rooms,HIGH,CONTROLLED,2024-07-11,,5485.0,Controls applied as per action plan
20045,871,,,CHEMICAL,FALLING_OBJECTS,Deteriorating fascia boards above adjacent to the playground walkway,School grounds,HIGH,CONTROLLED,2024-07-11,,5485.0,Controls applied as per action plan
20046,872,3980.0,,PHYSICAL,HEIGHTS,Unprotected mezzanine edge in Main Office,Main Office,MEDIUM,CONTROLLED,2020-03-24,5655.0,,Controls applied as per action plan
20047,872,,,ERGONOMIC,PLAYGROUND,Gap in playground fencing allowing access to road,School grounds,CRITICAL,ELIMINATED,2020-09-02,5656.0,,Controls applied as per action plan
20048,872,,9946.0,ENVIRONMENTAL,SLIP_TRIP_FALL,Uneven paving stones near near the car park creating trip hazard,School grounds,HIGH,CONTROLLED,2021-03-07,5657.0,,Controls applied as per action plan
20049,872,,,ENVIRONMENTAL,SLIP_TRIP_FALL,Worn carpet edge in the sports field perimeter creating trip point,School grounds,LOW,MONITORING,2021-03-07,5657.0,,Controls applied as per action plan
20050,872,,,ELECTRICAL,SLIP_TRIP_FALL,Algae growth on pathway near the northern boundary making surface slippery in wet conditions,School grounds,MEDIUM,CONTROLLED,2021-09-11,5658.0,,Controls applied as per action plan
20051,872,,9949.0,ERGONOMIC,FALLING_OBJECTS,Unsecured items stored at height in near the car park,School grounds,HIGH,ELIMINATED,2022-03-14,5659.0,,Controls applied as per action plan
20052,872,3980.0,,ELECTRICAL,TREES,Large tree root lifting pathway surface,Main Office,CRITICAL,ELIMINATED,2022-03-14,5659.0,,Controls applied as per action plan
20053,872,3985.0,,PHYSICAL,ASBESTOS,Suspected ACM in ceiling tiles of Wood Workshop (pre-1990 construction),Wood Workshop,HIGH,MONITORING,2022-03-14,5659.0,,Controls applied as per action plan
20054,872,,,CHEMICAL,TREES,Unstable tree identified near the sports field perimeter boundary,School grounds,MEDIUM,ELIMINATED,2022-03-14,5659.0,,Controls applied as per action plan
20055,872,,,STRUCTURAL,SLIP_TRIP_FALL,Worn carpet edge in the sports field perimeter creating trip point,School grounds,MEDIUM,ELIMINATED,2022-09-10,5660.0,,Controls applied as per action plan
20056,872,,,PHYSICAL,WATER,Standing water creating mosquito breeding ground,School grounds,MEDIUM,CONTROLLED,2023-03-18,5661.0,,Controls applied as per action plan
20057,872,3979.0,,ENVIRONMENTAL,TRAFFIC,Poor visibility at car park exit due to vegetation,Technology Block,HIGH,OPEN,2023-03-18,5661.0,,
20058,872,3979.0,,ENVIRONMENTAL,SLIP_TRIP_FALL,Algae growth on pathway near Technology Block making surface slippery in wet conditions,Technology Block,CRITICAL,CONTROLLED,2023-03-18,5661.0,,Controls applied as per action plan
20059,872,,,PHYSICAL,ELECTRICAL,Worn cable on portable equipment in the northern boundary,School grounds,LOW,CONTROLLED,2024-03-11,5663.0,,Controls applied as per action plan
20060,872,,,STRUCTURAL,TRAFFIC,Inadequate separation between pedestrians and vehicles in drop-off zone,School grounds,MEDIUM,OPEN,2024-03-11,5663.0,,
20061,872,3982.0,,PHYSICAL,HEIGHTS,Unprotected mezzanine edge in Equipment Store,Equipment Store,MEDIUM,OPEN,2024-03-11,5663.0,,
20062,872,3982.0,,PHYSICAL,TREES,Dead branch overhanging walkway near Equipment Store,Equipment Store,HIGH,OPEN,2024-03-11,5663.0,,
20063,872,3981.0,,ENVIRONMENTAL,TREES,Dead branch overhanging walkway near Junior Toilets,Junior Toilets,HIGH,OPEN,2024-09-24,5664.0,,
20064,872,3982.0,,ERGONOMIC,MACHINERY,Inadequate lockout procedure for machinery in Equipment Store,Equipment Store,MEDIUM,OPEN,2024-09-24,5664.0,,
20065,872,,,ENVIRONMENTAL,SLIP_TRIP_FALL,Algae growth on pathway near the sports field perimeter making surface slippery in wet conditions,School grounds,MEDIUM,CONTROLLED,2024-09-24,5664.0,,Controls applied as per action plan
20066,872,3980.0,,ENVIRONMENTAL,MACHINERY,Inadequate lockout procedure for machinery in Main Office,Main Office,HIGH,OPEN,2024-09-24,5664.0,,
20067,872,,,PHYSICAL,SLIP_TRIP_FALL,Algae growth on pathway near the main entrance making surface slippery in wet conditions,School grounds,CRITICAL,OPEN,2025-03-09,5665.0,,
20068,872,3982.0,,PHYSICAL,TRAFFIC,Poor visibility at car park exit due to vegetation,Equipment Store,LOW,CONTROLLED,2025-03-09,5665.0,,Controls applied as per action plan
20069,872,,,PHYSICAL,SLIP_TRIP_FALL,Uneven paving stones near adjacent to the playground creating trip hazard,School grounds,MEDIUM,CONTROLLED,2025-03-09,5665.0,,Controls applied as per action plan
20070,872,,,CHEMICAL,ELECTRICAL,Damaged power point cover in adjacent to the playground,School grounds,LOW,ELIMINATED,2020-08-03,,5486.0,Controls applied as per action plan
20071,872,,,CHEMICAL,TREES,Dead branch overhanging walkway near the main entrance,School grounds,MEDIUM,OPEN,2020-08-03,,5486.0,
20072,872,3980.0,,ENVIRONMENTAL,ASBESTOS,Asbestos register requires update for recent renovations,Main Office,MEDIUM,CONTROLLED,2020-08-03,,5486.0,Controls applied as per action plan
20073,872,3980.0,,ENVIRONMENTAL,HEIGHTS,Unprotected mezzanine edge in Main Office,Main Office,MEDIUM,CONTROLLED,2021-10-05,,5487.0,Controls applied as per action plan
20074,872,,,ENVIRONMENTAL,SLIP_TRIP_FALL,Worn carpet edge in the main entrance creating trip point,School grounds,MEDIUM,CONTROLLED,2021-10-05,,5487.0,Controls applied as per action plan
20075,872,,,STRUCTURAL,ELECTRICAL,Damaged power point cover in the sports field perimeter,School grounds,MEDIUM,CONTROLLED,2021-02-10,,5489.0,Controls applied as per action plan
20076,872,,,ERGONOMIC,FALLING_OBJECTS,Deteriorating fascia boards above the sports field perimeter walkway,School grounds,MEDIUM,CONTROLLED,2021-02-10,,5489.0,Controls applied as per action plan
20077,872,,,PHYSICAL,WATER,Standing water creating mosquito breeding ground,School grounds,HIGH,ELIMINATED,2022-09-10,,5490.0,Controls applied as per action plan
20078,872,,,ERGONOMIC,MACHINERY,Inadequate lockout procedure for machinery in adjacent to the playground,School grounds,MEDIUM,CONTROLLED,2022-09-10,,5490.0,Controls applied as per action plan
20079,872,,9948.0,ELECTRICAL,FALLING_OBJECTS,Loose guttering on the main entrance at risk of falling in high winds,School grounds,HIGH,MONITORING,2022-09-10,,5490.0,Controls applied as per action plan
20080,872,3985.0,,PHYSICAL,HEIGHTS,Inadequate ladder storage and inspection regime,Wood Workshop,LOW,CONTROLLED,2022-06-20,,5492.0,Controls applied as per action plan
20081,872,3985.0,,ENVIRONMENTAL,TRAFFIC,Poor visibility at car park exit due to vegetation,Wood Workshop,HIGH,ELIMINATED,2023-11-27,,5493.0,Controls applied as per action plan
20082,872,,9948.0,ENVIRONMENTAL,HEIGHTS,No edge protection on the main entrance roof access,School grounds,MEDIUM,ELIMINATED,2023-03-27,,5494.0,Controls applied as per action plan
20083,872,3981.0,,CHEMICAL,WEATHER,Wind exposure to portable buildings near Junior Toilets,Junior Toilets,LOW,CONTROLLED,2023-03-27,,5494.0,Controls applied as per action plan
20084,872,3985.0,,ENVIRONMENTAL,TREES,Dead branch overhanging walkway near Wood Workshop,Wood Workshop,HIGH,ELIMINATED,2023-03-27,,5494.0,Controls applied as per action plan
20085,872,3985.0,,ENVIRONMENTAL,MACHINERY,Missing guard on equipment in Wood Workshop,Wood Workshop,CRITICAL,OPEN,2023-02-16,,5495.0,
20086,872,,,PHYSICAL,PLAYGROUND,Rusted bolt on swing frame,School grounds,MEDIUM,ELIMINATED,2023-02-16,,5495.0,Controls applied as per action plan
20087,872,,,PHYSICAL,PLAYGROUND,Rusted bolt on swing frame,School grounds,HIGH,OPEN,2023-02-16,,5495.0,
20088,872,3979.0,,ELECTRICAL,TREES,Large tree root lifting pathway surface,Technology Block,MEDIUM,CONTROLLED,2024-11-07,,5496.0,Controls applied as per action plan
20089,872,3979.0,,PHYSICAL,SLIP_TRIP_FALL,Worn carpet edge in Technology Block creating trip point,Technology Block,LOW,OPEN,2024-11-07,,5496.0,
20090,872,3985.0,,ENVIRONMENTAL,PLAYGROUND,Rusted bolt on swing frame,Wood Workshop,LOW,CONTROLLED,2024-09-26,,5497.0,Controls applied as per action plan
20091,872,,,CHEMICAL,SLIP_TRIP_FALL,Worn carpet edge in the sports field perimeter creating trip point,School grounds,MEDIUM,CONTROLLED,2024-09-26,,5497.0,Controls applied as per action plan
20092,873,3990.0,,STRUCTURAL,ASBESTOS,Suspected ACM in ceiling tiles of Metal Workshop (pre-1990 construction),Metal Workshop,MEDIUM,MONITORING,2020-09-16,5667.0,,Controls applied as per action plan
20093,873,,,PHYSICAL,MACHINERY,Inadequate lockout procedure for machinery in the northern boundary,School grounds,MEDIUM,ELIMINATED,2020-09-16,5667.0,,Controls applied as per action plan
20094,873,,,ENVIRONMENTAL,FALLING_OBJECTS,Loose guttering on adjacent to the playground at risk of falling in high winds,School grounds,MEDIUM,ELIMINATED,2020-09-16,5667.0,,Controls applied as per action plan
20095,873,,9966.0,STRUCTURAL,TRAFFIC,Poor visibility at car park exit due to vegetation,School grounds,LOW,CONTROLLED,2020-09-16,5667.0,,Controls applied as per action plan
20096,873,,,ENVIRONMENTAL,SLIP_TRIP_FALL,Worn carpet edge in adjacent to the playground creating trip point,School grounds,LOW,CONTROLLED,2021-09-27,5669.0,,Controls applied as per action plan
20097,873,,,BIOLOGICAL,TRAFFIC,Inadequate separation between pedestrians and vehicles in drop-off zone,School grounds,HIGH,CONTROLLED,2021-09-27,5669.0,,Controls applied as per action plan
20098,873,,9965.0,CHEMICAL,SLIP_TRIP_FALL,Algae growth on pathway near the northern boundary making surface slippery in wet conditions,School grounds,MEDIUM,ELIMINATED,2021-09-27,5669.0,,Controls applied as per action plan
20099,873,,,ENVIRONMENTAL,TRAFFIC,Poor visibility at car park exit due to vegetation,School grounds,HIGH,CONTROLLED,2021-09-27,5669.0,,Controls applied as per action plan
20100,873,,9964.0,ERGONOMIC,SLIP_TRIP_FALL,Worn carpet edge in near the car park creating trip point,School grounds,MEDIUM,ELIMINATED,2022-03-10,5670.0,,Controls applied as per action plan
20101,873,,9966.0,PHYSICAL,TRAFFIC,No speed limit signage in school grounds,School grounds,MEDIUM,ELIMINATED,2022-03-10,5670.0,,Controls applied as per action plan
20102,873,3989.0,,CHEMICAL,ASBESTOS,Damaged soffit near Maintenance Shed potentially containing asbestos,Maintenance Shed,HIGH,CONTROLLED,2022-03-10,5670.0,,Controls applied as per action plan
20103,873,,9964.0,PHYSICAL,FALLING_OBJECTS,Deteriorating fascia boards above adjacent to the playground walkway,School grounds,HIGH,OPEN,2022-09-08,5671.0,,
20104,873,3989.0,,PHYSICAL,WATER,Stormwater drain cover missing near playground,Maintenance Shed,LOW,CONTROLLED,2022-09-08,5671.0,,Controls applied as per action plan
20105,873,3987.0,,PHYSICAL,WEATHER,Ponding water near Main Office after rainfall,Main Office,LOW,OPEN,2022-09-08,5671.0,,
20106,873,3990.0,,PHYSICAL,MACHINERY,Worn blade on grounds equipment stored in Metal Workshop,Metal Workshop,LOW,CONTROLLED,2023-03-23,5672.0,,Controls applied as per action plan
20107,873,3987.0,,PHYSICAL,PLAYGROUND,Gap in playground fencing allowing access to road,Main Office,LOW,ELIMINATED,2023-09-24,5673.0,,Controls applied as per action plan
20108,873,3989.0,,PHYSICAL,HEIGHTS,Unprotected mezzanine edge in Maintenance Shed,Maintenance Shed,LOW,CONTROLLED,2024-03-17,5674.0,,Controls applied as per action plan
20109,873,3986.0,,STRUCTURAL,SLIP_TRIP_FALL,Worn carpet edge in Science Block creating trip point,Science Block,MEDIUM,MONITORING,2024-03-17,5674.0,,Controls applied as per action plan
20110,873,,9959.0,BIOLOGICAL,ELECTRICAL,Overhead power lines within reach of tree growth,School grounds,HIGH,ELIMINATED,2025-03-18,5676.0,,Controls applied as per action plan
20111,873,,,PHYSICAL,MACHINERY,Missing guard on equipment in the northern boundary,School grounds,MEDIUM,CONTROLLED,2025-03-18,5676.0,,Controls applied as per action plan
20112,873,,,ELECTRICAL,TRAFFIC,Inadequate separation between pedestrians and vehicles in drop-off zone,School grounds,LOW,OPEN,2025-03-18,5676.0,,
20113,873,,,STRUCTURAL,SLIP_TRIP_FALL,Worn carpet edge in the northern boundary creating trip point,School grounds,LOW,OPEN,2025-03-18,5676.0,,
20114,873,,,ENVIRONMENTAL,HEIGHTS,Inadequate ladder storage and inspection regime,School grounds,HIGH,ELIMINATED,2020-04-23,,5501.0,Controls applied as per action plan
20115,873,3990.0,,STRUCTURAL,SLIP_TRIP_FALL,Algae growth on pathway near Metal Workshop making surface slippery in wet conditions,Metal Workshop,MEDIUM,OPEN,2020-04-23,,5501.0,
20116,873,,9957.0,ENVIRONMENTAL,SLIP_TRIP_FALL,Worn carpet edge in adjacent to the playground creating trip point,School grounds,HIGH,ELIMINATED,2021-02-11,,5502.0,Controls applied as per action plan
20117,873,3986.0,,STRUCTURAL,WATER,Stormwater drain cover missing near playground,Science Block,MEDIUM,CONTROLLED,2021-05-09,,5503.0,Controls applied as per action plan
20118,873,,,ENVIRONMENTAL,TRAFFIC,No speed limit signage in school grounds,School grounds,MEDIUM,MONITORING,2021-05-09,,5503.0,Controls applied as per action plan
20119,873,,,PHYSICAL,HEIGHTS,No edge protection on the sports field perimeter roof access,School grounds,LOW,CONTROLLED,2021-05-09,,5503.0,Controls applied as per action plan
20120,873,,,ENVIRONMENTAL,ASBESTOS,Damaged soffit near the main entrance potentially containing asbestos,School grounds,MEDIUM,CONTROLLED,2021-10-06,,5504.0,Controls applied as per action plan
20121,873,,,STRUCTURAL,PLAYGROUND,Rusted bolt on swing frame,School grounds,MEDIUM,CONTROLLED,2022-04-03,,5505.0,Controls applied as per action plan
20122,873,3988.0,,STRUCTURAL,SLIP_TRIP_FALL,Algae growth on pathway near Sports Amenities making surface slippery in wet conditions,Sports Amenities,HIGH,OPEN,2022-05-23,,5506.0,
20123,873,3990.0,,CHEMICAL,ASBESTOS,Asbestos register requires update for recent renovations,Metal Workshop,LOW,CONTROLLED,2022-05-23,,5506.0,Controls applied as per action plan
20124,873,3989.0,,ENVIRONMENTAL,SLIP_TRIP_FALL,Uneven paving stones near Maintenance Shed creating trip hazard,Maintenance Shed,HIGH,CONTROLLED,2022-05-23,,5506.0,Controls applied as per action plan
20125,873,3986.0,,ERGONOMIC,MACHINERY,Missing guard on equipment in Science Block,Science Block,HIGH,ELIMINATED,2023-04-27,,5507.0,Controls applied as per action plan
20126,873,,,ELECTRICAL,TRAFFIC,Poor visibility at car park exit due to vegetation,School grounds,LOW,MONITORING,2023-04-27,,5507.0,Controls applied as per action plan
