site_contractor_id,site_id,contractor_id,contract_start_date,contract_end_date,is_active
2768,1215,71,2021-05-02,,True
2769,1216,71,2022-10-05,2025-07-09,False
2770,1216,131,2022-01-09,,True
2771,1216,100,2021-10-31,,True
2772,1217,47,2022-10-11,,True
2773,1217,83,2022-07-25,,True
2774,1217,44,2020-08-01,,True
2775,1217,118,2020-10-18,,True
2776,1218,22,2021-01-02,,True
2777,1218,44,2020-11-10,,True
2778,1218,118,2021-12-14,,True
2779,1218,7,2023-03-13,,True
2780,1218,61,2023-03-20,,True
2781,1219,142,2021-11-02,,True
2782,1219,18,2022-03-28,,True
2783,1219,71,2020-10-05,,True
2784,1219,144,2022-12-15,,True
2785,1219,102,2021-04-29,2023-04-16,False
2786,1219,44,2022-03-12,,True
2787,1220,118,2023-03-20,,True
2788,1220,44,2021-01-24,,True
2789,1220,22,2020-03-02,,True
2790,1221,83,2021-12-17,,True
2791,1221,7,2022-04-13,,True
2792,1221,71,2022-08-21,,True
2793,1221,32,2022-08-06,,True
2794,1221,127,2022-02-14,,True
2795,1222,22,2021-09-22,,True
2796,1222,102,2022-02-09,2023-09-26,False
2797,1222,100,2023-03-19,2025-03-26,False
2798,1223,149,2020-04-15,,True
2799,1223,142,2022-02-08,,True
2800,1223,102,2023-04-09,,True
2801,1223,145,2022-05-06,,True
2802,1223,94,2021-02-08,,True
2803,1224,68,2020-03-08,,True
2804,1224,60,2022-11-24,,True
2805,1224,138,2020-11-05,,True
2806,1224,44,2020-09-27,2022-09-29,False
2807,1224,61,2022-07-29,,True
2808,1224,34,2022-07-20,,True
2809,1225,100,2021-04-28,,True
2810,1225,43,2020-02-04,,True
2811,1225,7,2020-04-15,,True
2812,1225,71,2020-08-16,,True
2813,1225,118,2020-01-27,,True
2814,1226,21,2022-09-11,,True
2815,1226,102,2020-06-05,,True
2816,1226,6,2023-03-24,,True
2817,1226,29,2021-10-23,,True
2818,1227,102,2020-06-24,,True
2819,1227,110,2020-06-24,,True
2820,1227,34,2020-04-17,2021-12-16,False
2821,1228,34,2021-06-27,,True
2822,1228,83,2023-03-08,,True
2823,1229,147,2021-11-03,,True
2824,1229,100,2023-02-13,,True
2825,1229,44,2022-04-04,2024-06-05,False
2826,1229,141,2021-12-19,,True
2827,1230,71,2021-12-14,2024-09-06,False
2828,1230,22,2022-08-31,,True
2829,1230,24,2022-10-19,,True
2830,1230,34,2022-12-29,,True
2831,1230,54,2021-01-16,,True
2832,1231,14,2020-01-03,,True
2833,1231,83,2021-01-05,2022-02-27,False
2834,1231,44,2022-05-29,,True
2835,1232,71,2020-04-23,2022-02-02,False
2836,1232,34,2022-10-10,,True
2837,1232,100,2023-04-02,,True
2838,1233,102,2021-01-02,,True
2839,1233,93,2021-11-11,,True
2840,1233,60,2022-03-25,,True
2841,1234,44,2020-11-02,,True
2842,1234,83,2023-02-18,2025-09-13,False
2843,1234,118,2021-05-08,,True
2844,1234,93,2021-03-20,,True
2845,1235,83,2020-08-18,2023-01-19,False
2846,1235,44,2020-05-22,,True
2847,1235,47,2020-03-31,,True
2848,1235,21,2021-04-09,,True
2849,1236,118,2022-06-24,,True
2850,1236,34,2022-02-04,,True
2851,1237,102,2022-11-23,,True
2852,1237,59,2020-02-01,2022-06-13,False
2853,1237,127,2021-07-09,,True
2854,1237,139,2021-07-12,,True
2855,1238,102,2022-02-03,2023-09-19,False
2856,1238,83,2020-08-27,2023-08-08,False
2857,1239,129,2022-10-01,,True
2858,1239,71,2022-02-25,,True
2859,1239,44,2023-02-24,,True
2860,1239,7,2023-03-13,2025-01-10,False
2861,1239,118,2020-04-29,,True
2862,1240,116,2022-12-13,,True
2863,1240,40,2020-04-18,,True
2864,1240,22,2020-10-14,,True
2865,1240,26,2020-09-02,2023-01-12,False
2866,1240,44,2021-04-20,,True
2867,1241,71,2021-09-03,,True
2868,1241,149,2022-09-20,,True
2869,1241,100,2022-11-30,,True
2870,1241,65,2022-06-12,,True
2871,1242,44,2021-12-09,,True
2872,1242,143,2020-07-24,,True
2873,1242,120,2021-01-25,,True
2874,1242,22,2020-06-22,,True
2875,1243,134,2020-07-07,,True
2876,1243,100,2021-07-09,,True
2877,1243,57,2022-03-05,2023-03-19,False
2878,1243,44,2020-06-14,2022-09-18,False
2879,1243,71,2021-05-01,2023-06-30,False
2880,1243,55,2022-06-11,,True
2881,1244,45,2023-01-06,,True
2882,1244,61,2021-09-26,,True
2883,1244,44,2021-06-18,,True
2884,1244,83,2022-07-04,2024-08-11,False
2885,1245,14,2020-06-05,,True
2886,1245,121,2023-01-28,,True
2887,1245,77,2021-11-07,,True
2888,1246,83,2021-08-26,,True
2889,1246,102,2020-08-18,2022-11-29,False
2890,1246,22,2021-11-05,2024-10-06,False
2891,1247,7,2021-07-05,,True
2892,1247,83,2021-07-16,,True
2893,1247,60,2020-04-22,,True
2894,1247,102,2022-02-28,2024-12-25,False
2895,1248,79,2022-08-26,,True
2896,1248,7,2022-11-09,,True
2897,1248,72,2023-01-12,,True
2898,1249,44,2021-07-19,,True
2899,1249,107,2020-03-02,,True
2900,1249,127,2020-08-27,,True
2901,1249,115,2020-08-04,,True
2902,1249,38,2020-07-26,,True
2903,1251,34,2020-08-15,,True
2904,1251,76,2022-12-01,,True
2905,1251,22,2021-01-06,,True
2906,1251,100,2022-02-26,,True
2907,1251,7,2022-12-26,,True
2908,1251,102,2020-06-17,,True
2909,1252,118,2021-02-26,2022-03-19,False
2910,1252,22,2022-01-22,,True
2911,1253,27,2022-04-05,,True
2912,1253,71,2021-12-10,,True
2913,1253,61,2022-06-07,,True
2914,1253,118,2022-01-02,,True
2915,1253,100,2022-12-30,,True
2916,1253,102,2022-12-26,,True
2917,1254,102,2020-01-07,,True
2918,1254,71,2022-12-26,,True
2919,1254,7,2020-09-08,,True
2920,1254,22,2020-04-18,,True
2921,1255,100,2020-09-18,,True
2922,1255,118,2022-09-16,2024-01-17,False
2923,1255,7,2023-03-21,,True
2924,1256,7,2022-11-07,,True
2925,1256,34,2020-10-05,,True
2926,1256,22,2022-11-09,,True
2927,1256,139,2020-11-04,2023-04-07,False
2928,1256,83,2021-03-18,,True
2929,1257,135,2020-03-26,2021-05-02,False
2930,1257,61,2020-11-14,,True
2931,1257,22,2022-09-19,,True
2932,1257,7,2021-03-04,,True
2933,1258,61,2020-07-31,,True
2934,1258,100,2023-04-04,,True
2935,1258,56,2022-04-02,,True
2936,1258,16,2021-10-19,,True
2937,1258,118,2023-04-06,,True
2938,1259,7,2021-02-22,,True
2939,1259,46,2022-05-31,2023-08-01,False
2940,1259,58,2021-11-15,2024-10-02,False
2941,1259,44,2022-09-03,,True
2942,1259,71,2021-10-06,,True
2943,1259,61,2021-08-23,,True
2944,1260,34,2021-11-01,,True
2945,1260,118,2022-07-11,2024-05-05,False
2946,1260,64,2022-08-17,,True
2947,1260,144,2021-10-03,,True
2948,1260,49,2021-10-21,2023-08-05,False
2949,1261,118,2020-10-26,,True
2950,1261,71,2022-10-06,,True
2951,1261,100,2020-07-10,,True
2952,1262,62,2020-10-05,,True
2953,1262,89,2022-05-31,,True
2954,1262,100,2022-10-28,2024-08-06,False
2955,1262,42,2020-07-10,,True
2956,1262,71,2022-09-23,,True
2957,1262,118,2020-09-16,,True
2958,1263,25,2022-03-14,2023-04-20,False
2959,1263,44,2020-12-01,2022-02-20,False
2960,1263,102,2021-06-11,,True
2961,1263,132,2020-12-04,,True
2962,1264,44,2022-12-03,2025-02-28,False
2963,1264,22,2020-02-10,,True
2964,1264,29,2021-02-23,,True
2965,1264,91,2022-07-22,2024-06-20,False
2966,1264,34,2020-06-10,,True
2967,1265,61,2020-10-20,,True
2968,1265,102,2020-03-18,2022-09-10,False
2969,1265,44,2022-11-01,2024-08-16,False
2970,1265,71,2021-08-04,,True
2971,1265,118,2021-06-22,,True
2972,1266,83,2022-03-08,,True
2973,1266,22,2022-01-06,,True
2974,1266,71,2022-05-20,,True
2975,1267,34,2021-07-29,,True
2976,1267,71,2022-11-09,,True
2977,1267,61,2022-02-07,,True
2978,1268,57,2023-02-08,,True
2979,1268,7,2020-12-17,,True
2980,1268,41,2021-12-03,,True
2981,1268,44,2022-12-03,,True
2982,1268,54,2020-04-26,,True
2983,1268,118,2023-02-07,,True
2984,1269,34,2021-10-05,,True
2985,1269,149,2020-09-16,,True
2986,1269,118,2023-02-07,,True
2987,1270,71,2020-11-14,2022-02-04,False
2988,1270,7,2022-05-27,,True
2989,1270,76,2020-05-21,,True
2990,1271,22,2022-03-31,,True
2991,1271,71,2022-04-10,,True
2992,1271,63,2021-11-30,,True
2993,1272,7,2022-09-30,,True
2994,1272,3,2022-08-13,,True
2995,1272,102,2021-02-01,,True
2996,1273,89,2021-06-29,,True
2997,1273,34,2020-10-10,2023-07-01,False
2998,1273,37,2023-01-15,,True
2999,1273,61,2021-01-10,,True
3000,1273,115,2020-03-11,,True
3001,1274,118,2020-09-29,,True
3002,1274,77,2021-07-28,,True
3003,1274,100,2023-01-10,,True
3004,1274,44,2020-01-06,2021-09-15,False
3005,1275,100,2020-06-08,,True
3006,1275,52,2021-02-18,,True
3007,1275,118,2020-12-01,,True
3008,1276,102,2023-03-25,,True
3009,1276,21,2021-03-14,,True
3010,1276,37,2020-09-28,,True
3011,1276,22,2022-03-15,2023-09-26,False
3012,1276,71,2022-01-14,,True
3013,1276,100,2022-09-26,,True
3014,1277,84,2021-11-06,,True
3015,1277,18,2022-11-22,,True
3016,1277,44,2021-03-29,,True
3017,1277,83,2022-10-28,,True
3018,1277,118,2020-08-22,2023-01-28,False
3019,1277,102,2021-12-09,,True
3020,1278,87,2021-02-26,,True
3021,1278,70,2022-02-08,2024-01-08,False
3022,1278,102,2020-05-07,,True
3023,1278,76,2023-01-04,,True
3024,1278,26,2023-02-23,,True
3025,1279,127,2022-10-05,,True
3026,1279,125,2023-03-19,2024-07-08,False
3027,1279,61,2023-01-23,,True
3028,1280,118,2021-04-10,,True
3029,1280,22,2022-01-03,,True
3030,1280,72,2023-03-29,,True
3031,1280,61,2022-07-24,,True
3032,1280,34,2021-07-27,,True
3033,1281,34,2020-01-04,,True
3034,1281,7,2022-05-03,,True
3035,1281,83,2022-01-21,,True
3036,1282,118,2021-04-17,2023-05-03,False
3037,1282,22,2020-03-15,,True
3038,1282,21,2022-06-20,,True
3039,1282,139,2021-09-29,,True
3040,1282,83,2021-09-29,,True
3041,1283,71,2020-11-12,2023-08-22,False
3042,1283,7,2021-08-06,,True
3043,1283,138,2022-02-28,,True
3044,1283,61,2022-08-20,,True
3045,1283,118,2022-10-01,,True
3046,1284,100,2020-08-01,,True
3047,1284,61,2020-03-11,,True
3048,1284,7,2021-02-27,,True
3049,1284,44,2021-07-23,,True
3050,1285,83,2020-09-11,,True
3051,1285,22,2022-06-29,,True
3052,1285,61,2020-05-20,,True
3053,1285,60,2023-02-01,,True
3054,1285,38,2022-02-07,,True
3055,1287,34,2020-12-04,,True
3056,1287,102,2020-05-23,,True
3057,1287,22,2020-06-12,,True
3058,1289,22,2022-12-28,,True
3059,1289,7,2020-08-07,2021-12-07,False
3060,1289,106,2021-09-13,,True
3061,1289,71,2020-08-11,,True
3062,1289,44,2022-07-31,2024-03-01,False
3063,1289,84,2020-02-11,,True
3064,1290,7,2021-07-05,,True
3065,1290,61,2022-07-01,,True
3066,1290,66,2022-03-05,,True
3067,1290,100,2022-11-14,,True
3068,1291,17,2022-12-07,,True
3069,1291,118,2022-04-17,,True
3070,1291,102,2022-03-07,2024-01-02,False
3071,1291,40,2022-07-08,,True
3072,1292,7,2022-07-18,2025-02-16,False
3073,1292,61,2021-10-31,,True
3074,1292,34,2020-10-13,2023-07-23,False
3075,1293,38,2022-09-07,,True
3076,1293,44,2021-01-24,,True
3077,1293,118,2020-06-18,,True
3078,1293,34,2022-03-08,,True
3079,1293,61,2021-07-13,,True
3080,1294,50,2020-02-08,,True
3081,1294,71,2022-12-04,,True
3082,1294,100,2021-12-11,,True
3083,1294,34,2020-09-24,2022-03-26,False
3084,1294,63,2020-11-14,2022-03-05,False
3085,1295,7,2022-09-26,,True
3086,1295,22,2021-09-20,,True
3087,1295,34,2021-09-20,,True
3088,1295,71,2022-02-04,2023-07-20,False
3089,1296,22,2021-01-30,,True
3090,1296,51,2021-12-31,,True
3091,1296,118,2021-05-25,2022-07-10,False
3092,1296,2,2021-01-06,,True
3093,1296,84,2022-08-15,,True
3094,1297,81,2020-12-30,2022-01-04,False
3095,1297,78,2020-11-22,,True
3096,1297,100,2021-12-17,,True
3097,1297,25,2022-01-01,,True
3098,1298,7,2020-04-25,,True
3099,1298,24,2022-05-07,,True
3100,1298,44,2021-04-04,,True
3101,1298,83,2020-04-29,,True
3102,1299,34,2021-10-20,2024-08-11,False
3103,1299,48,2020-09-27,2022-10-15,False
3104,1299,71,2023-01-22,2024-02-10,False
3105,1299,61,2020-05-04,,True
3106,1300,128,2022-12-09,,True
3107,1300,22,2021-03-05,,True
3108,1300,71,2022-06-15,,True
3109,1300,75,2021-06-19,,True
3110,1301,22,2023-02-06,,True
3111,1301,62,2020-12-07,2023-05-24,False
3112,1301,34,2021-05-08,,True
3113,1301,83,2022-09-29,,True
3114,1302,22,2020-02-27,,True
3115,1302,12,2023-02-03,2025-11-16,False
3116,1302,100,2021-01-30,,True
3117,1302,83,2021-03-13,,True
3118,1303,140,2020-02-28,2021-12-20,False
3119,1303,103,2022-02-11,2024-11-14,False
3120,1303,38,2020-03-05,,True
3121,1304,79,2023-02-18,2024-08-14,False
3122,1304,34,2020-05-25,2022-01-20,False
3123,1304,74,2020-08-20,2022-11-20,False
3124,1304,95,2022-10-12,,True
3125,1304,44,2023-02-13,2025-05-13,False
3126,1304,100,2022-07-02,,True
3127,1305,80,2022-08-23,2023-12-21,False
3128,1305,40,2020-07-24,2021-09-08,False
3129,1305,23,2020-06-10,,True
3130,1306,100,2020-04-09,,True
3131,1306,7,2021-07-15,,True
3132,1306,102,2020-12-11,2022-08-28,False
3133,1307,71,2022-03-19,2023-08-14,False
3134,1307,3,2020-04-07,,True
3135,1307,100,2021-09-13,,True
3136,1307,33,2021-12-09,,True
3137,1307,7,2020-05-12,,True
3138,1307,17,2020-06-23,,True
3139,1308,17,2023-03-29,,True
3140,1308,125,2022-10-09,,True
3141,1308,118,2023-03-19,2025-12-16,False
3142,1309,83,2021-07-18,,True
3143,1309,2,2022-09-21,,True
3144,1309,61,2021-04-05,,True
3145,1309,7,2021-11-15,,True
3146,1310,7,2022-11-11,,True
3147,1310,83,2020-11-19,2023-03-17,False
3148,1310,61,2020-05-05,,True
3149,1310,89,2021-12-10,2023-10-20,False
3150,1311,100,2020-07-22,,True
3151,1311,98,2022-07-22,,True
3152,1311,102,2021-12-14,,True
3153,1312,118,2020-10-21,,True
3154,1312,81,2020-12-19,,True
3155,1312,22,2021-01-20,2022-11-07,False
3156,1313,113,2020-04-02,2021-12-19,False
3157,1313,22,2022-05-13,,True
3158,1313,83,2022-09-15,,True
3159,1313,44,2022-03-24,,True
3160,1313,61,2020-08-25,2022-04-06,False
3161,1314,7,2021-10-24,2023-08-22,False
3162,1314,70,2022-03-16,,True
3163,1314,34,2020-05-18,2022-01-29,False
3164,1314,44,2020-04-16,,True
3165,1315,71,2020-08-10,2021-09-11,False
3166,1315,48,2022-09-13,,True
3167,1315,63,2020-01-14,,True
3168,1316,42,2021-02-11,,True
3169,1316,44,2022-12-17,,True
3170,1316,61,2020-11-04,,True
3171,1316,34,2020-08-03,,True
3172,1316,7,2021-02-04,,True
3173,1317,7,2021-12-06,,True
3174,1317,22,2020-08-10,,True
3175,1317,61,2020-11-14,2023-02-27,False
3176,1318,83,2022-03-08,,True
3177,1318,71,2021-04-22,,True
3178,1318,112,2022-03-08,,True
3179,1318,98,2022-06-08,,True
3180,1318,22,2021-09-07,2024-02-27,False
3181,1319,49,2020-11-12,,True
3182,1319,71,2023-01-01,,True
3183,1319,102,2021-05-14,,True
3184,1320,7,2022-09-17,,True
3185,1320,86,2021-10-23,,True
3186,1320,102,2021-10-24,,True
3187,1320,15,2020-01-09,,True
3188,1321,100,2020-11-17,,True
3189,1321,83,2020-02-01,,True
3190,1321,49,2021-11-02,,True
3191,1321,44,2021-02-20,,True
3192,1322,83,2020-10-03,,True
3193,1322,111,2022-06-28,,True
3194,1322,102,2023-02-20,,True
3195,1322,118,2021-06-04,,True
3196,1323,126,2022-10-24,2024-03-23,False
3197,1323,83,2021-03-13,,True
3198,1323,117,2020-05-20,2021-10-01,False
3199,1323,19,2022-09-07,,True
3200,1324,61,2021-05-30,,True
3201,1324,8,2021-02-21,,True
3202,1324,34,2020-11-02,,True
3203,1324,83,2021-08-06,,True
3204,1325,103,2022-03-12,,True
3205,1325,22,2022-08-22,2024-08-14,False
3206,1325,83,2023-01-08,,True
3207,1325,71,2020-12-07,2023-08-25,False
3208,1325,102,2023-01-31,,True
3209,1326,132,2020-10-27,,True
3210,1326,100,2023-03-24,,True
3211,1326,61,2020-03-24,,True
3212,1327,22,2020-11-07,2022-08-03,False
3213,1327,100,2021-03-28,,True
3214,1327,83,2021-01-03,,True
3215,1327,127,2023-02-11,,True
3216,1328,88,2020-07-23,,True
3217,1328,34,2022-10-14,2024-06-14,False
3218,1328,99,2021-11-18,,True
3219,1328,61,2021-06-07,,True
3220,1328,149,2021-10-10,,True
3221,1328,7,2023-03-20,,True
3222,1329,61,2022-07-11,,True
3223,1329,83,2020-09-20,,True
3224,1329,71,2021-04-01,,True
3225,1330,22,2022-09-14,2023-09-15,False
3226,1330,118,2020-03-29,,True
3227,1330,100,2021-08-03,,True
3228,1330,83,2022-09-29,2024-08-21,False
3229,1330,102,2020-04-13,,True
3230,1330,71,2022-04-11,,True
3231,1331,6,2020-04-08,2022-04-01,False
3232,1331,141,2023-01-19,,True
3233,1331,118,2020-11-03,,True
3234,1331,44,2022-07-30,2024-03-21,False
3235,1332,61,2023-03-14,,True
3236,1332,118,2022-09-24,2023-10-19,False
3237,1332,21,2023-01-31,,True
3238,1332,42,2021-08-07,,True
3239,1333,34,2020-06-22,,True
3240,1333,102,2021-10-08,,True
3241,1333,118,2020-05-03,,True
3242,1334,83,2022-11-26,2025-06-10,False
3243,1334,34,2022-01-23,2024-05-10,False
3244,1334,89,2020-07-27,,True
3245,1335,45,2022-07-26,,True
3246,1335,22,2022-05-03,,True
3247,1335,106,2020-03-13,,True
3248,1335,150,2021-03-24,,True
3249,1336,118,2021-12-22,2023-02-09,False
3250,1336,7,2021-08-27,,True
3251,1336,22,2023-02-22,2024-12-22,False
3252,1336,108,2022-08-14,,True
3253,1337,100,2020-07-18,,True
3254,1337,91,2020-07-24,,True
3255,1337,44,2022-10-29,,True
3256,1337,34,2023-03-12,,True
3257,1337,22,2021-03-07,,True
3258,1337,71,2022-01-17,2024-05-03,False
3259,1338,7,2021-04-01,,True
3260,1338,44,2021-11-19,,True
3261,1338,64,2022-02-13,,True
3262,1338,100,2020-02-08,,True
3263,1339,65,2020-09-06,,True
3264,1339,118,2021-01-31,,True
3265,1339,83,2021-02-08,,True
3266,1340,61,2022-09-20,,True
3267,1340,127,2023-01-19,,True
3268,1340,34,2020-02-25,,True
3269,1340,16,2022-12-17,,True
3270,1341,118,2020-09-05,,True
3271,1341,61,2023-04-02,,True
3272,1341,83,2022-08-29,,True
3273,1342,100,2023-03-13,,True
3274,1342,54,2022-02-11,,True
3275,1342,130,2021-04-23,,True
3276,1342,11,2022-09-15,,True
3277,1342,61,2021-08-18,,True
3278,1343,34,2021-06-28,,True
3279,1343,22,2021-03-29,,True
3280,1343,118,2022-11-20,2024-08-24,False
3281,1343,148,2020-10-02,,True
3282,1344,140,2021-03-06,,True
3283,1344,25,2023-01-15,,True
3284,1344,19,2023-04-04,2026-03-04,False
3285,1344,21,2022-10-16,,True
3286,1344,99,2021-03-14,,True
3287,1344,36,2020-12-18,,True
3288,1345,150,2020-05-28,,True
3289,1345,38,2022-09-15,2023-10-23,False
3290,1345,39,2021-06-01,,True
3291,1345,135,2020-06-07,2022-08-07,False
3292,1346,34,2020-09-24,,True
3293,1346,83,2021-07-21,,True
3294,1346,118,2022-03-14,,True
3295,1347,22,2022-01-15,,True
3296,1347,100,2020-12-21,,True
3297,1347,80,2022-06-29,2024-10-01,False
3298,1347,34,2021-03-11,,True
3299,1348,61,2023-04-01,,True
3300,1348,26,2021-05-18,,True
3301,1348,100,2023-03-26,,True
3302,1350,44,2022-06-11,,True
3303,1350,8,2021-07-02,,True
3304,1350,66,2022-07-30,,True
3305,1351,118,2021-01-09,,True
3306,1351,34,2021-05-26,,True
3307,1352,44,2021-07-24,,True
3308,1352,24,2021-05-07,,True
3309,1353,22,2020-11-05,,True
3310,1353,71,2021-12-13,,True
3311,1354,102,2021-04-18,,True
3312,1354,44,2020-07-02,,True
3313,1354,100,2021-06-17,2023-01-23,False
3314,1354,71,2020-01-25,2022-07-10,False
3315,1355,81,2023-01-23,2025-05-23,False
3316,1355,100,2022-06-29,,True
3317,1355,44,2022-02-07,2024-12-15,False
3318,1356,149,2020-05-13,2021-09-20,False
3319,1356,7,2021-10-20,2023-05-06,False
3320,1356,44,2022-08-28,,True
3321,1356,118,2021-08-29,,True
3322,1356,71,2021-08-30,,True
3323,1356,22,2020-05-02,2023-03-12,False
3324,1357,118,2021-03-31,2023-11-22,False
3325,1357,149,2021-09-27,,True
3326,1357,21,2020-01-22,,True
3327,1358,126,2022-07-08,,True
3328,1358,17,2022-07-04,2023-07-18,False
3329,1358,38,2020-11-18,,True
3330,1358,25,2020-10-09,,True
3331,1359,34,2020-01-12,2021-09-02,False
3332,1359,22,2020-02-18,,True
3333,1359,7,2022-10-11,2025-07-23,False
3334,1360,7,2020-05-01,,True
3335,1360,102,2020-08-05,2022-01-27,False
3336,1360,100,2021-12-16,,True
3337,1360,34,2022-02-28,,True
3338,1361,83,2022-08-29,,True
3339,1361,71,2021-02-06,,True
3340,1361,7,2021-06-14,,True
3341,1361,22,2020-08-01,,True
3342,1361,102,2022-02-22,,True
3343,1362,22,2020-02-23,,True
3344,1362,61,2020-05-09,,True
3345,1362,7,2022-08-22,,True
3346,1363,118,2021-01-30,,True
3347,1363,61,2021-11-23,,True
3348,1363,93,2022-05-09,,True
3349,1364,50,2022-03-31,,True
3350,1364,71,2021-03-09,2022-11-08,False
3351,1364,102,2021-03-26,,True
3352,1364,148,2020-07-08,,True
3353,1365,61,2022-03-03,,True
3354,1365,115,2020-10-15,,True
3355,1365,124,2023-02-14,,True
3356,1365,147,2022-12-14,,True
3357,1365,22,2022-06-03,,True
3358,1366,118,2021-11-07,,True
3359,1366,83,2022-04-09,,True
3360,1366,30,2022-02-06,,True
3361,1366,22,2020-10-01,,True
3362,1367,136,2022-08-15,2024-10-05,False
3363,1367,10,2020-01-10,,True
3364,1367,102,2020-03-03,,True
3365,1368,100,2021-01-25,,True
3366,1368,34,2021-06-28,,True
3367,1368,118,2023-01-10,,True
3368,1368,71,2020-10-19,,True
3369,1368,102,2021-08-29,,True
3370,1369,44,2020-05-12,,True
3371,1369,118,2022-05-10,,True
3372,1369,142,2021-05-02,,True
3373,1369,22,2021-02-19,,True
3374,1369,61,2020-03-13,,True
3375,1369,16,2021-04-19,,True
3376,1370,118,2021-04-15,2023-07-06,False
3377,1370,7,2022-02-22,2024-08-28,False
3378,1370,85,2020-06-07,,True
3379,1370,111,2022-01-27,,True
3380,1371,26,2022-09-26,,True
3381,1371,7,2020-02-26,,True
3382,1371,34,2020-06-18,2021-12-29,False
3383,1371,22,2022-04-15,2023-07-18,False
3384,1371,3,2022-07-25,,True
3385,1372,33,2022-01-14,,True
3386,1372,150,2021-11-20,,True
3387,1372,103,2021-08-06,2023-03-09,False
3388,1373,21,2022-07-08,,True
3389,1373,103,2021-10-13,,True
3390,1373,39,2020-08-18,2023-06-09,False
3391,1373,38,2020-06-29,,True
3392,1375,102,2022-09-20,,True
3393,1375,83,2022-05-02,,True
3394,1375,31,2020-08-04,2021-10-06,False
3395,1376,100,2020-03-26,2021-12-23,False
3396,1376,118,2021-02-18,,True
3397,1376,61,2020-11-06,,True
3398,1376,102,2021-04-21,,True
3399,1376,44,2020-07-14,,True
3400,1378,118,2020-01-14,,True
3401,1378,7,2022-04-14,,True
3402,1378,106,2022-03-11,,True
3403,1378,44,2020-02-10,2021-11-02,False
3404,1378,22,2021-11-09,,True
3405,1379,22,2022-01-06,,True
3406,1379,52,2022-09-30,,True
3407,1379,100,2020-12-23,,True
3408,1379,26,2021-07-07,2023-09-14,False
3409,1380,83,2021-08-18,,True
3410,1380,22,2022-07-23,,True
3411,1380,118,2021-06-18,2022-10-26,False
3412,1380,61,2021-09-30,,True
3413,1381,35,2022-02-19,,True
3414,1381,90,2020-12-25,,True
3415,1381,118,2020-03-15,2023-03-09,False
3416,1381,22,2022-08-28,,True
3417,1381,71,2022-02-24,,True
3418,1381,38,2022-10-04,,True
3419,1382,44,2020-12-06,,True
3420,1382,34,2020-03-10,,True
3421,1382,132,2021-02-22,,True
3422,1382,22,2020-05-12,,True
3423,1383,71,2020-05-09,,True
3424,1383,34,2021-03-19,2022-04-11,False
3425,1383,45,2020-07-15,,True
3426,1384,71,2021-01-06,2023-05-25,False
3427,1384,61,2023-04-05,,True
3428,1384,83,2021-04-27,2023-07-21,False
3429,1385,44,2023-02-04,,True
3430,1385,38,2020-03-12,,True
3431,1385,15,2023-01-28,2024-04-25,False
3432,1385,34,2020-02-27,,True
3433,1386,100,2022-09-30,,True
3434,1386,26,2022-10-29,2024-07-19,False
3435,1386,7,2022-06-05,,True
3436,1386,44,2021-03-31,,True
3437,1387,112,2021-03-14,,True
3438,1387,108,2023-03-26,,True
3439,1387,26,2021-01-24,,True
3440,1388,83,2022-04-15,,True
3441,1388,34,2021-05-18,,True
3442,1388,7,2022-10-31,,True
3443,1388,102,2022-01-09,,True
3444,1388,44,2023-03-10,2024-09-05,False
3445,1389,102,2021-05-21,,True
3446,1389,34,2023-01-18,,True
3447,1389,61,2020-08-25,,True
3448,1390,118,2020-02-05,,True
3449,1390,7,2021-07-01,,True
3450,1390,102,2020-12-11,,True
3451,1391,10,2020-01-09,2021-07-25,False
3452,1391,61,2020-02-11,,True
3453,1391,7,2022-03-05,,True
3454,1392,83,2020-01-08,,True
3455,1392,44,2021-07-01,,True
3456,1392,42,2022-10-26,,True
3457,1392,73,2021-07-21,,True
3458,1392,11,2021-12-13,,True
3459,1393,61,2022-09-25,,True
3460,1393,100,2023-02-10,2025-05-01,False
3461,1393,7,2022-11-12,,True
3462,1393,22,2021-02-03,2023-10-09,False
3463,1393,71,2021-11-27,2024-02-01,False
3464,1394,44,2020-09-22,,True
3465,1394,102,2021-10-24,,True
3466,1394,71,2022-12-31,,True
3467,1394,67,2020-05-05,,True
3468,1395,71,2020-09-15,2023-07-27,False
3469,1395,61,2022-06-20,,True
3470,1395,102,2022-07-30,,True
3471,1395,118,2020-05-31,,True
3472,1395,53,2020-01-19,,True
3473,1396,145,2022-05-23,,True
3474,1396,34,2021-07-04,,True
3475,1396,44,2021-12-31,2023-11-10,False
3476,1396,103,2022-11-24,,True
3477,1397,71,2021-05-27,,True
3478,1397,61,2022-10-30,2025-07-06,False
3479,1397,118,2022-02-14,,True
3480,1398,7,2021-08-18,,True
3481,1398,75,2022-12-08,,True
3482,1398,61,2022-06-08,2024-04-01,False
3483,1398,71,2020-06-27,2021-11-14,False
3484,1398,83,2020-09-06,,True
3485,1399,100,2023-03-30,,True
3486,1399,22,2021-04-20,,True
3487,1399,44,2022-08-16,2025-03-13,False
3488,1400,61,2023-02-12,,True
3489,1400,83,2020-10-22,,True
3490,1400,44,2020-09-23,,True
3491,1400,107,2021-03-24,,True
3492,1400,68,2022-06-30,,True
3493,1401,61,2020-08-29,,True
